,keyword,keywordType,sentiment,sentimentType,id,tweet,retweets,favorites,popularity,,,,,
2/6/2014,winners,OTHER,0.441551745,phrase,9d761c38-69be-4a38-9b71-ee94d824050d,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1936,,,,,
29/06/2015,celebrate,OTHER,0.600000024,phrase,9d4a15fc-f979-493a-804a-059a4be5e64b,"Great to celebrate with over 8,000 Apple employees, friends and families. Happy Pride everyone! #applepride http://t.co/2A9YD9z95B",1368,2913,1909,,,,,
29/06/2015,http://t.co/2A9YD9z95B,LINK,0,entity,9d4a15fc-f979-493a-804a-059a4be5e64b,"Great to celebrate with over 8,000 Apple employees, friends and families. Happy Pride everyone! #applepride http://t.co/2A9YD9z95B",1368,2913,1909,,,,,
29/06/2015,#applepride,HASHTAG,0.600000024,phrase,9d4a15fc-f979-493a-804a-059a4be5e64b,"Great to celebrate with over 8,000 Apple employees, friends and families. Happy Pride everyone! #applepride http://t.co/2A9YD9z95B",1368,2913,1909,,,,,
29/06/2015,friends,OTHER,0.550000012,phrase,9d4a15fc-f979-493a-804a-059a4be5e64b,"Great to celebrate with over 8,000 Apple employees, friends and families. Happy Pride everyone! #applepride http://t.co/2A9YD9z95B",1368,2913,1909,,,,,
8/6/2015,impressed,OTHER,1,phrase,7e7ee254-9aaf-46fa-bfba-ba1c1049de15,I'm incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf,1312,3014,1908,,,,,
8/6/2015,#WWDC15,HASHTAG,0,entity,7e7ee254-9aaf-46fa-bfba-ba1c1049de15,I'm incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf,1312,3014,1908,,,,,
8/6/2015,talented student scholarship winners,OTHER,0.480517238,theme,7e7ee254-9aaf-46fa-bfba-ba1c1049de15,I'm incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf,1312,3014,1908,,,,,
8/6/2015,talented,OTHER,0.5,phrase,7e7ee254-9aaf-46fa-bfba-ba1c1049de15,I'm incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf,1312,3014,1908,,,,,
8/6/2015,http://t.co/LN1ZXmCqGf,LINK,0,entity,7e7ee254-9aaf-46fa-bfba-ba1c1049de15,I'm incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf,1312,3014,1908,,,,,
8/6/2015,incredibly impressed,OTHER,1,theme,7e7ee254-9aaf-46fa-bfba-ba1c1049de15,I'm incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf,1312,3014,1908,,,,,
8/6/2015,scholarship,OTHER,0.5,phrase,7e7ee254-9aaf-46fa-bfba-ba1c1049de15,I'm incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf,1312,3014,1908,,,,,
8/6/2015,winners,OTHER,0.441551745,phrase,7e7ee254-9aaf-46fa-bfba-ba1c1049de15,I'm incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf,1312,3014,1908,,,,,
16/10/2014,laugh,OTHER,0.49000001,phrase,aa589d7e-d6a3-4165-b7b7-dd5f0c6a20d5,Having a laugh with Craig backstage. Just a few more minutes.,1729,2133,1870,,,,,
19/01/2015,#MLK,HASHTAG,0,entity,54cad5d8-61e5-4d7c-8a81-73307389b192,"Timeless words from #MLK,  �Our lives begin to end the day we become silent about things that matter.�",1839,1903,1861,,,,,
19/01/2015,Timeless words,OTHER,0,theme,54cad5d8-61e5-4d7c-8a81-73307389b192,"Timeless words from #MLK,  �Our lives begin to end the day we become silent about things that matter.�",1839,1903,1861,,,,,
19/01/2015,�Our lives begin to end the day we become silent about things that matter.�,OTHER,0,entity,54cad5d8-61e5-4d7c-8a81-73307389b192,"Timeless words from #MLK,  �Our lives begin to end the day we become silent about things that matter.�",1839,1903,1861,,,,,
6/6/2014,new campus,OTHER,0.643046975,phrase,dffe2808-ad03-4b17-a7aa-f59cc734d24e,Our AppleCare team is the best in the world. Thrilled to see them in action yesterday on our new campus in Austin. http://t.co/fTaMKzMi9o,1560,2357,1839,,,,,
6/6/2014,Austin,OTHER,0.643046975,entity,dffe2808-ad03-4b17-a7aa-f59cc734d24e,Our AppleCare team is the best in the world. Thrilled to see them in action yesterday on our new campus in Austin. http://t.co/fTaMKzMi9o,1560,2357,1839,,,,,
6/6/2014,AppleCare team,OTHER,0.533841133,theme,dffe2808-ad03-4b17-a7aa-f59cc734d24e,Our AppleCare team is the best in the world. Thrilled to see them in action yesterday on our new campus in Austin. http://t.co/fTaMKzMi9o,1560,2357,1839,,,,,
6/6/2014,Thrilled,OTHER,0.600000024,phrase,dffe2808-ad03-4b17-a7aa-f59cc734d24e,Our AppleCare team is the best in the world. Thrilled to see them in action yesterday on our new campus in Austin. http://t.co/fTaMKzMi9o,1560,2357,1839,,,,,
6/6/2014,http://t.co/fTaMKzMi9o,LINK,0,entity,dffe2808-ad03-4b17-a7aa-f59cc734d24e,Our AppleCare team is the best in the world. Thrilled to see them in action yesterday on our new campus in Austin. http://t.co/fTaMKzMi9o,1560,2357,1839,,,,,
6/6/2014,action yesterday,OTHER,0.577682316,theme,dffe2808-ad03-4b17-a7aa-f59cc734d24e,Our AppleCare team is the best in the world. Thrilled to see them in action yesterday on our new campus in Austin. http://t.co/fTaMKzMi9o,1560,2357,1839,,,,,
6/6/2014,best,OTHER,0.49000001,phrase,dffe2808-ad03-4b17-a7aa-f59cc734d24e,Our AppleCare team is the best in the world. Thrilled to see them in action yesterday on our new campus in Austin. http://t.co/fTaMKzMi9o,1560,2357,1839,,,,,
26/04/2015,tragic,OTHER,-0.75,phrase,bdc32da6-cf0b-4a2b-a336-ec4fc792bd5c,Our thoughts and prayers go out to everyone affected by the tragic earthquake in Nepal. Donate to the relief effort at #iTunes and #AppStore,1680,2134,1839,,,,,
26/04/2015,Nepal,OTHER,-0.574999988,entity,bdc32da6-cf0b-4a2b-a336-ec4fc792bd5c,Our thoughts and prayers go out to everyone affected by the tragic earthquake in Nepal. Donate to the relief effort at #iTunes and #AppStore,1680,2134,1839,,,,,
26/04/2015,tragic earthquake,OTHER,-0.574999988,theme,bdc32da6-cf0b-4a2b-a336-ec4fc792bd5c,Our thoughts and prayers go out to everyone affected by the tragic earthquake in Nepal. Donate to the relief effort at #iTunes and #AppStore,1680,2134,1839,,,,,
26/04/2015,earthquake,OTHER,-0.400000006,phrase,bdc32da6-cf0b-4a2b-a336-ec4fc792bd5c,Our thoughts and prayers go out to everyone affected by the tragic earthquake in Nepal. Donate to the relief effort at #iTunes and #AppStore,1680,2134,1839,,,,,
26/04/2015,#iTunes,HASHTAG,0,entity,bdc32da6-cf0b-4a2b-a336-ec4fc792bd5c,Our thoughts and prayers go out to everyone affected by the tragic earthquake in Nepal. Donate to the relief effort at #iTunes and #AppStore,1680,2134,1839,,,,,
26/04/2015,relief effort,OTHER,-0.287499994,theme,bdc32da6-cf0b-4a2b-a336-ec4fc792bd5c,Our thoughts and prayers go out to everyone affected by the tragic earthquake in Nepal. Donate to the relief effort at #iTunes and #AppStore,1680,2134,1839,,,,,
26/04/2015,#AppStore,HASHTAG,0,entity,bdc32da6-cf0b-4a2b-a336-ec4fc792bd5c,Our thoughts and prayers go out to everyone affected by the tragic earthquake in Nepal. Donate to the relief effort at #iTunes and #AppStore,1680,2134,1839,,,,,
18/04/2015,http://t.co/9HS86MlZTH,LINK,0,entity,f4f3ceb8-87db-4fe4-a938-5ff42282f5f3,Ol� S�o Paulo and parab�ns to our team at the new Apple Store Morumbi! http://t.co/9HS86MlZTH,1460,2405,1791,,,,,
7/3/2015,Honoring,OTHER,0.485000014,phrase,3aa0cde7-8d79-4699-b8b7-ee2a2a6c4366,"Honoring those who marched 50 years ago, and those who continue the fight for justice and equality today. #Selma50",1460,2341,1768,,,,,
7/3/2015,#Selma50,HASHTAG,0,entity,3aa0cde7-8d79-4699-b8b7-ee2a2a6c4366,"Honoring those who marched 50 years ago, and those who continue the fight for justice and equality today. #Selma50",1460,2341,1768,,,,,
7/3/2015,equality today,OTHER,0.042500004,theme,3aa0cde7-8d79-4699-b8b7-ee2a2a6c4366,"Honoring those who marched 50 years ago, and those who continue the fight for justice and equality today. #Selma50",1460,2341,1768,,,,,
7/3/2015,fight,OTHER,-0.400000006,phrase,3aa0cde7-8d79-4699-b8b7-ee2a2a6c4366,"Honoring those who marched 50 years ago, and those who continue the fight for justice and equality today. #Selma50",1460,2341,1768,,,,,
8/4/2015,Fifth Avenue,OTHER,0,entity,8c6a8b0b-7cfb-4b25-ad11-0e01c8594640,The Watch is coming and our team at Fifth Avenue is ready! http://t.co/mgP8TEWlcA,1445,2194,1707,,,,,
8/4/2015,http://t.co/mgP8TEWlcA,LINK,0,entity,8c6a8b0b-7cfb-4b25-ad11-0e01c8594640,The Watch is coming and our team at Fifth Avenue is ready! http://t.co/mgP8TEWlcA,1445,2194,1707,,,,,
12/6/2014,amazing team,OTHER,1.100000024,phrase,21afd60e-6dfd-4321-b06d-6c9362e5a6f1,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! ???????????????.  http://t.co/yZMo7JlGGm,1835,1459,1703,,,,,
12/6/2014,Apple Store,OTHER,0.600000024,entity,21afd60e-6dfd-4321-b06d-6c9362e5a6f1,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! ???????????????.  http://t.co/yZMo7JlGGm,1835,1459,1703,,,,,
12/6/2014,amazing team,OTHER,0.550000012,theme,21afd60e-6dfd-4321-b06d-6c9362e5a6f1,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! ???????????????.  http://t.co/yZMo7JlGGm,1835,1459,1703,,,,,
12/6/2014,Congratulations,OTHER,1,phrase,21afd60e-6dfd-4321-b06d-6c9362e5a6f1,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! ???????????????.  http://t.co/yZMo7JlGGm,1835,1459,1703,,,,,
12/6/2014,Tokyo,OTHER,0,entity,21afd60e-6dfd-4321-b06d-6c9362e5a6f1,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! ???????????????.  http://t.co/yZMo7JlGGm,1835,1459,1703,,,,,
12/6/2014,stunning,OTHER,0.600000024,phrase,21afd60e-6dfd-4321-b06d-6c9362e5a6f1,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! ???????????????.  http://t.co/yZMo7JlGGm,1835,1459,1703,,,,,
12/6/2014,http://t.co/yZMo7JlGGm,LINK,0,entity,21afd60e-6dfd-4321-b06d-6c9362e5a6f1,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! ???????????????.  http://t.co/yZMo7JlGGm,1835,1459,1703,,,,,
23/02/2015,innovative,OTHER,1.200000048,phrase,1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,1316,2368,1684,,,,,
23/02/2015,http://t.co/bZVe3dIGL0,LINK,0,entity,1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,1316,2368,1684,,,,,
23/02/2015,innovative glass makers,OTHER,0.600000024,theme,1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,1316,2368,1684,,,,,
23/02/2015,giant panels,OTHER,0.600000024,theme,1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,1316,2368,1684,,,,,
8/7/2014,inspires,OTHER,0.600000024,phrase,bb8039b9-aa5a-4027-95b3-75b2cd050de6,Inclusion inspires innovation.  Pride: http://t.co/w7IWKAfEDP via @YouTube,1775,1484,1673,,,,,
8/7/2014,YouTube,OTHER,0,entity,bb8039b9-aa5a-4027-95b3-75b2cd050de6,Inclusion inspires innovation.  Pride: http://t.co/w7IWKAfEDP via @YouTube,1775,1484,1673,,,,,
8/7/2014,innovation,OTHER,0.49000001,phrase,bb8039b9-aa5a-4027-95b3-75b2cd050de6,Inclusion inspires innovation.  Pride: http://t.co/w7IWKAfEDP via @YouTube,1775,1484,1673,,,,,
8/7/2014,http://t.co/w7IWKAfEDP,LINK,0,entity,bb8039b9-aa5a-4027-95b3-75b2cd050de6,Inclusion inspires innovation.  Pride: http://t.co/w7IWKAfEDP via @YouTube,1775,1484,1673,,,,,
2/3/2015,Celebrating,OTHER,0.574999988,phrase,e66fbfce-96c3-4071-a877-4f9c8adcd93d,"AppleCheck it out! Celebrating the amazing, breathtaking photos of our customers shot on iPhone 6. http://t.co/J0HL5KEBLS",1494,1977,1663,,,,,
2/3/2015,http://t.co/J0HL5KEBLS,LINK,0,entity,e66fbfce-96c3-4071-a877-4f9c8adcd93d,"AppleCheck it out! Celebrating the amazing, breathtaking photos of our customers shot on iPhone 6. http://t.co/J0HL5KEBLS",1494,1977,1663,,,,,
2/3/2015,breathtaking photos,OTHER,0.49000001,theme,e66fbfce-96c3-4071-a877-4f9c8adcd93d,"AppleCheck it out! Celebrating the amazing, breathtaking photos of our customers shot on iPhone 6. http://t.co/J0HL5KEBLS",1494,1977,1663,,,,,
2/3/2015,amazing,OTHER,0.49000001,phrase,e66fbfce-96c3-4071-a877-4f9c8adcd93d,"AppleCheck it out! Celebrating the amazing, breathtaking photos of our customers shot on iPhone 6. http://t.co/J0HL5KEBLS",1494,1977,1663,,,,,
2/3/2015,breathtaking,OTHER,0.49000001,phrase,e66fbfce-96c3-4071-a877-4f9c8adcd93d,"AppleCheck it out! Celebrating the amazing, breathtaking photos of our customers shot on iPhone 6. http://t.co/J0HL5KEBLS",1494,1977,1663,,,,,
6/12/2013,freedom,OTHER,0.680000007,phrase,4c09cf15-ae45-4793-be62-85d0c6ea800d,Amazing human being. Champion of freedom and human dignity. He set an example for all of the world. RIP Nelson Mandela. We miss you already.,1918,1163,1654,,,,,
6/12/2013,Nelson Mandela,OTHER,0,entity,4c09cf15-ae45-4793-be62-85d0c6ea800d,Amazing human being. Champion of freedom and human dignity. He set an example for all of the world. RIP Nelson Mandela. We miss you already.,1918,1163,1654,,,,,
6/12/2013,Amazing human,OTHER,0.49000001,theme,4c09cf15-ae45-4793-be62-85d0c6ea800d,Amazing human being. Champion of freedom and human dignity. He set an example for all of the world. RIP Nelson Mandela. We miss you already.,1918,1163,1654,,,,,
6/12/2013,Amazing,OTHER,0.49000001,phrase,4c09cf15-ae45-4793-be62-85d0c6ea800d,Amazing human being. Champion of freedom and human dignity. He set an example for all of the world. RIP Nelson Mandela. We miss you already.,1918,1163,1654,,,,,
6/12/2013,human dignity,OTHER,0.379999995,theme,4c09cf15-ae45-4793-be62-85d0c6ea800d,Amazing human being. Champion of freedom and human dignity. He set an example for all of the world. RIP Nelson Mandela. We miss you already.,1918,1163,1654,,,,,
6/12/2013,dignity,OTHER,0.379999995,phrase,4c09cf15-ae45-4793-be62-85d0c6ea800d,Amazing human being. Champion of freedom and human dignity. He set an example for all of the world. RIP Nelson Mandela. We miss you already.,1918,1163,1654,,,,,
6/12/2013,"� What counts in life is not the mere fact that we have lived. It is what difference we have made to the lives of others.....""",OTHER,0,entity,6d164a86-cfbf-4658-966a-449e54164fd3,"� What counts in life is not the mere fact that we have lived. It is what difference we have made to the lives of others....."" Mandela 2002",1851,1170,1613,,,,,
6/12/2013,mere fact,OTHER,0,theme,6d164a86-cfbf-4658-966a-449e54164fd3,"� What counts in life is not the mere fact that we have lived. It is what difference we have made to the lives of others....."" Mandela 2002",1851,1170,1613,,,,,
27/11/2014,#HappyThanksgiving,HASHTAG,0.5,phrase,8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful to be a small part of the Apple community. #HappyThanksgiving,1122,2447,1586,,,,,
27/11/2014,#HappyThanksgiving,HASHTAG,0.5,entity,8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful to be a small part of the Apple community. #HappyThanksgiving,1122,2447,1586,,,,,
27/11/2014,small part,OTHER,-0.108347997,theme,8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful to be a small part of the Apple community. #HappyThanksgiving,1122,2447,1586,,,,,
27/11/2014,Grateful,OTHER,0.49000001,phrase,8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful to be a small part of the Apple community. #HappyThanksgiving,1122,2447,1586,,,,,
27/11/2014,small part,OTHER,-0.108347997,phrase,8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful to be a small part of the Apple community. #HappyThanksgiving,1122,2447,1586,,,,,
1/1/2015,#HappyNewYear,HASHTAG,1,phrase,f73acae2-4a7a-4098-815c-da144c6ae093,#HappyNewYear Everyone!  Spending the day with my nephew watching football  and creating my list of resolutions for 2015.,1036,2593,1581,,,,,
1/1/2015,#HappyNewYear,HASHTAG,1,entity,f73acae2-4a7a-4098-815c-da144c6ae093,#HappyNewYear Everyone!  Spending the day with my nephew watching football  and creating my list of resolutions for 2015.,1036,2593,1581,,,,,
1/1/2015,watching football,OTHER,0.25,theme,f73acae2-4a7a-4098-815c-da144c6ae093,#HappyNewYear Everyone!  Spending the day with my nephew watching football  and creating my list of resolutions for 2015.,1036,2593,1581,,,,,
25/05/2015,freedom,OTHER,0.680000007,phrase,e3f52626-04c3-4e83-95f2-9492af1a4e53,Remembering and honoring the courageous men and women who sacrificed their lives in the fight for our country and our freedom.  #MemorialDay,1247,2194,1578,,,,,
25/05/2015,#MemorialDay,HASHTAG,0,entity,e3f52626-04c3-4e83-95f2-9492af1a4e53,Remembering and honoring the courageous men and women who sacrificed their lives in the fight for our country and our freedom.  #MemorialDay,1247,2194,1578,,,,,
25/05/2015,courageous men,OTHER,0.600000024,theme,e3f52626-04c3-4e83-95f2-9492af1a4e53,Remembering and honoring the courageous men and women who sacrificed their lives in the fight for our country and our freedom.  #MemorialDay,1247,2194,1578,,,,,
25/05/2015,courageous,OTHER,0.600000024,phrase,e3f52626-04c3-4e83-95f2-9492af1a4e53,Remembering and honoring the courageous men and women who sacrificed their lives in the fight for our country and our freedom.  #MemorialDay,1247,2194,1578,,,,,
25/05/2015,honoring,OTHER,0.485000014,phrase,e3f52626-04c3-4e83-95f2-9492af1a4e53,Remembering and honoring the courageous men and women who sacrificed their lives in the fight for our country and our freedom.  #MemorialDay,1247,2194,1578,,,,,
25/05/2015,fight,OTHER,-0.400000006,phrase,e3f52626-04c3-4e83-95f2-9492af1a4e53,Remembering and honoring the courageous men and women who sacrificed their lives in the fight for our country and our freedom.  #MemorialDay,1247,2194,1578,,,,,
12/2/2014,Abraham,OTHER,0,entity,7fe1bc41-c2e7-4c73-ae46-1fea40c508d8,"Abraham #Lincoln's timeless advice:   ""I will prepare and someday my chance will come"".",1629,1359,1535,,,,,
12/2/2014,timeless advice,OTHER,0,theme,7fe1bc41-c2e7-4c73-ae46-1fea40c508d8,"Abraham #Lincoln's timeless advice:   ""I will prepare and someday my chance will come"".",1629,1359,1535,,,,,
12/2/2014,#Lincoln,HASHTAG,0,entity,7fe1bc41-c2e7-4c73-ae46-1fea40c508d8,"Abraham #Lincoln's timeless advice:   ""I will prepare and someday my chance will come"".",1629,1359,1535,,,,,
12/2/2014,"""I will prepare and someday my chance will come""",OTHER,0,entity,7fe1bc41-c2e7-4c73-ae46-1fea40c508d8,"Abraham #Lincoln's timeless advice:   ""I will prepare and someday my chance will come"".",1629,1359,1535,,,,,
11/11/2014,inspired,OTHER,1.134000063,phrase,5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,Today we honor the men and women who have sacrificed for our freedom.   We are deeply inspired by their courage and love of our country.,1298,1916,1514,,,,,
11/11/2014,courage,OTHER,0.75,phrase,5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,Today we honor the men and women who have sacrificed for our freedom.   We are deeply inspired by their courage and love of our country.,1298,1916,1514,,,,,
11/11/2014,freedom,OTHER,0.680000007,phrase,5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,Today we honor the men and women who have sacrificed for our freedom.   We are deeply inspired by their courage and love of our country.,1298,1916,1514,,,,,
11/11/2014,love,OTHER,0.600000024,phrase,5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,Today we honor the men and women who have sacrificed for our freedom.   We are deeply inspired by their courage and love of our country.,1298,1916,1514,,,,,
11/11/2014,honor,OTHER,0.531316638,phrase,5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,Today we honor the men and women who have sacrificed for our freedom.   We are deeply inspired by their courage and love of our country.,1298,1916,1514,,,,,
7/1/2014,proud,OTHER,0.600000024,phrase,b735bf45-7305-4258-a2c1-cada58080018,Shout out to @CoachGusMalzahn and the entire #Auburn team.  You made us proud. It was a wild ride and you reminded us of why we love Auburn.,1620,1212,1477,,,,,
7/1/2014,CoachGusMalzahn,OTHER,0,entity,b735bf45-7305-4258-a2c1-cada58080018,Shout out to @CoachGusMalzahn and the entire #Auburn team.  You made us proud. It was a wild ride and you reminded us of why we love Auburn.,1620,1212,1477,,,,,
7/1/2014,wild ride,OTHER,0.600000024,theme,b735bf45-7305-4258-a2c1-cada58080018,Shout out to @CoachGusMalzahn and the entire #Auburn team.  You made us proud. It was a wild ride and you reminded us of why we love Auburn.,1620,1212,1477,,,,,
7/1/2014,love,OTHER,0.600000024,phrase,b735bf45-7305-4258-a2c1-cada58080018,Shout out to @CoachGusMalzahn and the entire #Auburn team.  You made us proud. It was a wild ride and you reminded us of why we love Auburn.,1620,1212,1477,,,,,
7/1/2014,#Auburn,HASHTAG,0,entity,b735bf45-7305-4258-a2c1-cada58080018,Shout out to @CoachGusMalzahn and the entire #Auburn team.  You made us proud. It was a wild ride and you reminded us of why we love Auburn.,1620,1212,1477,,,,,
19/01/2015,safe,OTHER,-0.600000024,phrase,cb62f480-d9a4-40b9-bed5-530be8daf944,#MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because..it is right.,1391,1622,1472,,,,,
19/01/2015,#MLK:There,HASHTAG,0,entity,cb62f480-d9a4-40b9-bed5-530be8daf944,#MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because..it is right.,1391,1622,1472,,,,,
19/01/2015,neither safe,OTHER,-0.600000024,theme,cb62f480-d9a4-40b9-bed5-530be8daf944,#MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because..it is right.,1391,1622,1472,,,,,
19/01/2015,popular,OTHER,-0.600000024,phrase,cb62f480-d9a4-40b9-bed5-530be8daf944,#MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because..it is right.,1391,1622,1472,,,,,
3/1/2015,security,OTHER,0.5,phrase,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
3/1/2015,WholeFoods,OTHER,0.480000019,entity,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
3/1/2015,Running errands,OTHER,0.24000001,theme,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
3/1/2015,simplicity,OTHER,0.49000001,phrase,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
3/1/2015,Staples,OTHER,0.480000019,entity,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
3/1/2015,valuing security,OTHER,0.475000024,theme,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
3/1/2015,valuing,OTHER,0.450000018,phrase,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
3/1/2015,#ApplePay,HASHTAG,0,entity,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
3/1/2015,Walgreens,OTHER,0,entity,f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.",1004,2308,1460,,,,,
20/09/2014,inspires,OTHER,0.600000024,phrase,2b5f0afa-0697-4b6c-bfa1-b5bbf9363699,A shout-out to 3000 Apple employees and their families marching in the #AustinPride parade! Inclusion inspires innovation. #applepride,1077,2158,1455,,,,,
20/09/2014,#applepride,HASHTAG,0.600000024,entity,2b5f0afa-0697-4b6c-bfa1-b5bbf9363699,A shout-out to 3000 Apple employees and their families marching in the #AustinPride parade! Inclusion inspires innovation. #applepride,1077,2158,1455,,,,,
20/09/2014,#applepride,HASHTAG,0.600000024,phrase,2b5f0afa-0697-4b6c-bfa1-b5bbf9363699,A shout-out to 3000 Apple employees and their families marching in the #AustinPride parade! Inclusion inspires innovation. #applepride,1077,2158,1455,,,,,
20/09/2014,#AustinPride,HASHTAG,0,entity,2b5f0afa-0697-4b6c-bfa1-b5bbf9363699,A shout-out to 3000 Apple employees and their families marching in the #AustinPride parade! Inclusion inspires innovation. #applepride,1077,2158,1455,,,,,
20/09/2014,innovation,OTHER,0.49000001,phrase,2b5f0afa-0697-4b6c-bfa1-b5bbf9363699,A shout-out to 3000 Apple employees and their families marching in the #AustinPride parade! Inclusion inspires innovation. #applepride,1077,2158,1455,,,,,
17/01/2014,Beijing,OTHER,0,entity,73b587bd-4d86-46d4-986a-e0d4dfb33978,Having fun in Beijing at the iPhone launch with China Mobile! http://t.co/AqoqLbbeO7,1408,1417,1411,,,,,
17/01/2014,iPhone,OTHER,0,entity,73b587bd-4d86-46d4-986a-e0d4dfb33978,Having fun in Beijing at the iPhone launch with China Mobile! http://t.co/AqoqLbbeO7,1408,1417,1411,,,,,
17/01/2014,China Mobile,OTHER,0,entity,73b587bd-4d86-46d4-986a-e0d4dfb33978,Having fun in Beijing at the iPhone launch with China Mobile! http://t.co/AqoqLbbeO7,1408,1417,1411,,,,,
17/01/2014,http://t.co/AqoqLbbeO7,LINK,0,entity,73b587bd-4d86-46d4-986a-e0d4dfb33978,Having fun in Beijing at the iPhone launch with China Mobile! http://t.co/AqoqLbbeO7,1408,1417,1411,,,,,
20/01/2014,"""The time is always right to do what is right""",OTHER,0,entity,a034d55f-1eee-4baf-8142-f102679fa837,"Timeless advice from MLK:  ""The time is always right to do what is right"".",1504,1210,1401,,,,,
20/01/2014,Timeless advice,OTHER,0,theme,a034d55f-1eee-4baf-8142-f102679fa837,"Timeless advice from MLK:  ""The time is always right to do what is right"".",1504,1210,1401,,,,,
