keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company
#iamcourage,HASHTAG,0.039590215,1152,1604,1296,Courage is not just for superheroes. Commit to doing one act of courage every day for a week. #iamcourage http://t.co/IgDAojgT2P #IWD2014,272,543,366,Intel
@verge,USERNAME,0.163333337,1201,1445,1285,".lenovo's P90 #smartphone with Intel's Atom processor http://t.co/K9didPLBbU via verge ""it's impressive"" #CES2015 http://t.co/5S2SqZ5EKA",597,933,714,Intel
@mybasis,USERNAME,0.025163733,968,1865,1276,"The European leg of the #Intel #wearables tour. MICA, mybasis, and smsaudio at #MWC15. https://t.co/0ax3iksReh http://t.co/EjvjNGm5UM",528,1127,737,Intel
#intel,HASHTAG,1.36E-05,1341,1150,1267,RT dimitrivegas: Check out my friend NoaNeal 's experimental #360 4K music video! #graffiti #intel #immersive http://t.co/0UDBuiFueb int�,720,598,677,Intel
#TBT,HASHTAG,1.75E-10,1222,1348,1261,50 years of #MooresLaw has transformed our lives: processors then and now. http://t.co/xBRUkEqzPx #TBT http://t.co/EuAbmRtKte,551,686,598,Intel
perfect,OTHER,0.203765997,826,2068,1257,"#WearMICA for beauty and #tech, the perfect pair. http://t.co/eBdoWMj963 http://t.co/pFhS3El1wQ",580,1685,966,Intel
5th gen,OTHER,-0.038333332,965,1770,1246,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096,Intel
mobile tech,OTHER,0.245000005,633,2384,1245,"Connected mugs, DJ culture and new mobile tech at #Intel booth at the first ever #CESAsia. http://t.co/5HurQLGjs8 http://t.co/EV9YagxIi6",593,2332,1201,Intel
http://t.co/zs66N1N2fG,LINK,0,814,2037,1241,"To keyboard, or not to keyboard? That is the question. #2in1 http://t.co/zs66N1N2fG http://t.co/Zr2OHFxgVo",627,1659,988,Intel
south pole,OTHER,0,942,1772,1232,"To the south pole and back, a technology enabled expedition http://t.co/iHVBnftBUs via NPRnews http://t.co/XMD2LS4g1d",942,1772,1232,Intel
http://t.co/iHVBnftBUs,LINK,0,942,1772,1232,"To the south pole and back, a technology enabled expedition http://t.co/iHVBnftBUs via NPRnews http://t.co/XMD2LS4g1d",942,1772,1232,Intel
Toothless,OTHER,-0.523999989,881,1887,1232,"New software, new adventure: Intel &amp; DreamWorks combine to bring Hiccup &amp; Toothless to life. http://t.co/j0Xe2Y5cVG http://t.co/MxDTViLdji",732,1634,1047,Intel
enabled expedition,OTHER,0,942,1772,1232,"To the south pole and back, a technology enabled expedition http://t.co/iHVBnftBUs via NPRnews http://t.co/XMD2LS4g1d",942,1772,1232,Intel
@NPRnews,USERNAME,0,942,1772,1232,"To the south pole and back, a technology enabled expedition http://t.co/iHVBnftBUs via NPRnews http://t.co/XMD2LS4g1d",942,1772,1232,Intel
http://t.co/XMD2LS4g1d,LINK,0,942,1772,1232,"To the south pole and back, a technology enabled expedition http://t.co/iHVBnftBUs via NPRnews http://t.co/XMD2LS4g1d",942,1772,1232,Intel
#whatsnext,HASHTAG,0,1089,1482,1225,"With Intel technology, your face is your password. Looks like Jim Parsons' account is safe. #whatsnext https://t.co/IF075OHAFA",747,1137,883,Intel
http://t.co/5HurQLGjs8,LINK,0,593,2332,1201,"Connected mugs, DJ culture and new mobile tech at #Intel booth at the first ever #CESAsia. http://t.co/5HurQLGjs8 http://t.co/EV9YagxIi6",593,2332,1201,Intel
http://t.co/EV9YagxIi6,LINK,0,593,2332,1201,"Connected mugs, DJ culture and new mobile tech at #Intel booth at the first ever #CESAsia. http://t.co/5HurQLGjs8 http://t.co/EV9YagxIi6",593,2332,1201,Intel
innovative,OTHER,0.033268665,845,1832,1185,"Check out the most innovative, performance-pushing #technology from #Computex2015: http://t.co/jpLZfwFMdp #iQ http://t.co/P7bG2BBp9H",312,841,497,Intel
CEO,OTHER,-3.42E-05,1151,1278,1185,"We can't say what's coming, but he can! See our CEO's vision LIVE: #IDF2014, 9/9  9am PST http://t.co/VYzNmvof4f http://t.co/K9IZ8oWcXa",84,79,82,Intel
#technology,HASHTAG,0.004444445,888,1645,1150,"Check out the most innovative, performance-pushing #technology from #Computex2015: http://t.co/jpLZfwFMdp #iQ http://t.co/P7bG2BBp9H",312,841,497,Intel
exciting,OTHER,0.020489457,972,1424,1124,We're lighting Taipei up with exciting announcements at Computex. Get the full round-up: http://t.co/zs69rKNPmj http://t.co/yi048XpCoO,825,1268,980,Intel
now be,OTHER,0.010619168,805,1702,1118,"With our new photo technology, �opposites attract� can now be proven. #WhatsNext http://t.co/PHsIvA7QoK",707,1546,1000,Intel
#wearable,HASHTAG,7.68E-06,943,1446,1114,Did your favorite #wearable prototype #win the #MakeitWearable challenge? https://t.co/5t9nfVXJtW,115,326,188,Intel
rejoice,OTHER,1.5,1067,1178,1105,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105,Intel
http://t.co/XX3lexEksm,LINK,0,1067,1178,1105,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105,Intel
achieving,OTHER,0.531499982,1067,1178,1105,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105,Intel
breaks world records,OTHER,0.471458316,1067,1178,1105,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105,Intel
http://t.co/o1qf2qbyPw,LINK,0,824,1602,1096,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096,Intel
Insane performance,OTHER,-0.75,824,1602,1096,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096,Intel
Heavy,OTHER,-0.200000003,824,1602,1096,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096,Intel
http://t.co/BAE7fYXOGF,LINK,0,824,1602,1096,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096,Intel
Insane,OTHER,-0.75,824,1602,1096,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096,Intel
#STEM,HASHTAG,0.021229499,878,1506,1096,Read our eight tips for teaching kids to code: http://t.co/lBkXMb3kLL #STEM #iQ http://t.co/vTrjolDYeV,507,1058,699,Intel
Heavy data,OTHER,-0.200000003,824,1602,1096,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096,Intel
processor family,OTHER,-0.118749999,824,1602,1096,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096,Intel
innovation,OTHER,0.01635581,993,1311,1091,50 years of life-changing innovation #MooresLaw See more: http://t.co/pgrK1dW5sK http://t.co/BPU9QxSv0Q,171,202,181,Intel
beauty,OTHER,0.224583338,665,1884,1090,"#WearMICA for beauty and #tech, the perfect pair. http://t.co/eBdoWMj963 http://t.co/pFhS3El1wQ",580,1685,966,Intel
@ReneeJJames,USERNAME,0.11305,948,1347,1086,"Congrats to Intel's ReneeJJames ranked 45 on Forbes list, The Worlds 100 Most Powerful Women http://t.co/AK10jcSJ1O http://t.co/Yl4kZEuuc4",300,808,477,Intel
incredible,OTHER,0.227749999,823,1580,1086,Discover the incredible tech that let a paralyzed man perform the #WorldCup opening kick: http://t.co/EX7i1pz5zx http://t.co/pb0dsU4DMh,431,1013,634,Intel
#computex2014,HASHTAG,-0.084136278,1130,996,1081,Unleashing the beast - #Devilscanyon boasts quad-core performance at up to 4 GHz base frequency #computex2014 http://t.co/7QkqJarqnM,603,585,596,Intel
#dothemath,HASHTAG,0,1165,926,1080,"If a pizza's radius = z and its thickness = a, its overall volume = Pi(z*z)a. #dothemath",1117,873,1031,Intel
#WearMICA,HASHTAG,0.028216839,691,1807,1079,"#WearMICA for beauty and #tech, the perfect pair. http://t.co/eBdoWMj963 http://t.co/pFhS3El1wQ",580,1685,966,Intel
genius,OTHER,0.19600002,890,1433,1078,Sound like a #tech genius - 7 New Buzzwords from #CES2015_http://t.co/oWVmuIIPdF http://t.co/9rsUkbtHHi,611,1190,813,Intel
Happy Birthday,OTHER,0.106944444,1206,846,1076,Rubik's Cube turns 40 today - Happy Birthday! Remember the hours of #gaming fun we had with these! #RubiksCube http://t.co/DVydIrHnKp,432,300,385,Intel
supported,OTHER,0.487407386,815,1543,1069,Today's coolest online 3D experiences are natively supported by #IntelTablets. Discover WebGL: http://t.co/Y9MR7htJxu http://t.co/fHT5At2SdV,534,881,655,Intel
https://t.co/okxcIua6yB,LINK,0,858,1457,1067,"Hang on to your eyes, your tusks, and your teeth! With True Key by Intel your face is your password. #WhatsNexthttps://t.co/okxcIua6yB",858,1457,1067,Intel
#Edison,HASHTAG,0.003911417,918,1337,1053,Big things come in small packages - #whatwillyoumake � Check out Intel #Edison: http://t.co/tEcGVp4dlw http://t.co/4q1vcYmHcJ,302,402,337,Intel
@DreamWorks,USERNAME,-0.523999989,732,1634,1047,"New software, new adventure: Intel &amp; DreamWorks combine to bring Hiccup &amp; Toothless to life. http://t.co/j0Xe2Y5cVG http://t.co/MxDTViLdji",732,1634,1047,Intel
http://t.co/MxDTViLdji,LINK,0,732,1634,1047,"New software, new adventure: Intel &amp; DreamWorks combine to bring Hiccup &amp; Toothless to life. http://t.co/j0Xe2Y5cVG http://t.co/MxDTViLdji",732,1634,1047,Intel
http://t.co/j0Xe2Y5cVG,LINK,0,732,1634,1047,"New software, new adventure: Intel &amp; DreamWorks combine to bring Hiccup &amp; Toothless to life. http://t.co/j0Xe2Y5cVG http://t.co/MxDTViLdji",732,1634,1047,Intel
http://t.co/uaH1ddiang,LINK,0,549,1961,1043,Unplug in Hong Kong: Intel-powered #2in1 battery life gives you more time between charges. http://t.co/uaH1ddiang http://t.co/NHgPXvu7p6,549,1961,1043,Intel
http://t.co/NHgPXvu7p6,LINK,0,549,1961,1043,Unplug in Hong Kong: Intel-powered #2in1 battery life gives you more time between charges. http://t.co/uaH1ddiang http://t.co/NHgPXvu7p6,549,1961,1043,Intel
Hong Kong,OTHER,0,549,1961,1043,Unplug in Hong Kong: Intel-powered #2in1 battery life gives you more time between charges. http://t.co/uaH1ddiang http://t.co/NHgPXvu7p6,549,1961,1043,Intel
#DoTheMath,HASHTAG,0,1073,978,1036,"It takes 82,944 processors and 40 minutes for researchers to simulate 1 second of human brain activity. #DoTheMath",336,186,283,Intel
overall volume,OTHER,0,1117,873,1031,"If a pizza's radius = z and its thickness = a, its overall volume = Pi(z*z)a. #dothemath",1117,873,1031,Intel
#mindblown,HASHTAG,-0.275000006,898,1278,1031,See hypnotic effects when these patterns cross &amp; check out RealSense to have your #mindblown. http://t.co/VPSBGbN6vC http://t.co/eqhqloVsAP,600,740,649,Intel
Shanghai,OTHER,0,707,1631,1029,Capturing the future in motion. Shanghai moves at the speed of Intel #CESASIA https://t.co/CxW62ZZcul,402,869,565,Intel
#Makers,HASHTAG,0.275000006,796,1459,1028,Hey #Makers! What will you make with the Intel Edison's on-board WiFi? http://t.co/FBMaVqSwI7 http://t.co/nRIECrXST1,607,1067,768,Intel
#MakeitWearable,HASHTAG,0.09804598,825,1387,1019,Congrats #ProGlove 3rd place winner in our #MakeitWearable Challenge http://t.co/o0AInPMVAh #ProGlove wins $100k USD. http://t.co/Yy5YS4PnhC,230,417,295,Intel
Stephen Hawking,OTHER,0.006353785,921,1193,1012,Stephen Hawking gives us a look at the incredible technology enabling an incredible mind. #keephawkingtalking https://t.co/vGKBRyGGfQ,331,510,393,Intel
#smarthome,HASHTAG,0,722,1553,1011,"The kitchen of tomorrow helps you cook tastier, more consistent food. See how: http://t.co/ckimjKfQ2i #smarthome #iQ http://t.co/fyh03hyuj6",664,1464,943,Intel
@NoaNeal,USERNAME,0.191666673,910,1197,1009,RT dimitrivegas: Check out my friend NoaNeal 's experimental #360 4K music video! #graffiti #intel #immersive http://t.co/0UDBuiFueb int�,720,598,677,Intel
#Proud,HASHTAG,0.600000024,750,1470,1002,#LoveWins #Proud http://t.co/pFTSyAvbPT,375,735,501,Intel
�opposites attract�,OTHER,0,707,1546,1000,"With our new photo technology, �opposites attract� can now be proven. #WhatsNext http://t.co/PHsIvA7QoK",707,1546,1000,Intel
photo technology,OTHER,0.007964376,707,1546,1000,"With our new photo technology, �opposites attract� can now be proven. #WhatsNext http://t.co/PHsIvA7QoK",707,1546,1000,Intel
http://t.co/PHsIvA7QoK,LINK,0,707,1546,1000,"With our new photo technology, �opposites attract� can now be proven. #WhatsNext http://t.co/PHsIvA7QoK",707,1546,1000,Intel
teaching kids,OTHER,0,791,1385,998,Read our eight tips for teaching kids to code: http://t.co/lBkXMb3kLL #STEM #iQ http://t.co/vTrjolDYeV,507,1058,699,Intel
#IFA2014,HASHTAG,6.81E-04,856,1253,991,Sometimes less is More!  Introducing our new Intel Core� M Processor. http://t.co/4sWn0Nny62 #IFA2014 http://t.co/03uHzSIJQh,609,992,743,Intel
http://t.co/Zr2OHFxgVo,LINK,0,627,1659,988,"To keyboard, or not to keyboard? That is the question. #2in1 http://t.co/zs66N1N2fG http://t.co/Zr2OHFxgVo",627,1659,988,Intel
human body,OTHER,0.031106667,954,1048,986,Researchers are working to reconfigure the human body with technology: http://t.co/RRxvPEAF0B #wearabletech http://t.co/jP9ZT1PgCo,410,471,431,Intel
love,OTHER,0.013643583,1011,967,981,Solving the formula of love with Microsoft. http://t.co/atKeBe5JsW,323,327,324,Intel
full round-up,OTHER,0.245000005,825,1268,980,We're lighting Taipei up with exciting announcements at Computex. Get the full round-up: http://t.co/zs69rKNPmj http://t.co/yi048XpCoO,825,1268,980,Intel
global warming,OTHER,-0.49000001,688,1526,980,"Tackling hunger, malnutrition and global warming with innovative vertical farms: http://t.co/DqzzCPz0a9 #iQ http://t.co/IDma75cKif",344,763,490,Intel
http://t.co/zs69rKNPmj,LINK,0,825,1268,980,We're lighting Taipei up with exciting announcements at Computex. Get the full round-up: http://t.co/zs69rKNPmj http://t.co/yi048XpCoO,825,1268,980,Intel
http://t.co/yi048XpCoO,LINK,0,825,1268,980,We're lighting Taipei up with exciting announcements at Computex. Get the full round-up: http://t.co/zs69rKNPmj http://t.co/yi048XpCoO,825,1268,980,Intel
exciting announcements,OTHER,0.49000001,825,1268,980,We're lighting Taipei up with exciting announcements at Computex. Get the full round-up: http://t.co/zs69rKNPmj http://t.co/yi048XpCoO,825,1268,980,Intel
https://t.co/QsyuyCdmxn,LINK,0,692,1482,968,"No, nope, unh-unh. With Intel technology, only Jim Parson's face unlocks his accounts. https://t.co/QsyuyCdmxn",692,1482,968,Intel
Jim Parson,OTHER,0,692,1482,968,"No, nope, unh-unh. With Intel technology, only Jim Parson's face unlocks his accounts. https://t.co/QsyuyCdmxn",692,1482,968,Intel
http://t.co/pFhS3El1wQ,LINK,0,580,1685,966,"#WearMICA for beauty and #tech, the perfect pair. http://t.co/eBdoWMj963 http://t.co/pFhS3El1wQ",580,1685,966,Intel
perfect pair,OTHER,0.75,580,1685,966,"#WearMICA for beauty and #tech, the perfect pair. http://t.co/eBdoWMj963 http://t.co/pFhS3El1wQ",580,1685,966,Intel
http://t.co/eBdoWMj963,LINK,0,580,1685,966,"#WearMICA for beauty and #tech, the perfect pair. http://t.co/eBdoWMj963 http://t.co/pFhS3El1wQ",580,1685,966,Intel
#awkwardmoment,HASHTAG,-0.474438906,568,1702,964,That #awkwardmoment when your Intel Core i7 processor rips a hole in the space-time continuum. http://t.co/tziLGtGzep,284,851,482,Intel
@Cloud9gg,USERNAME,0.122500003,750,1360,963,Congrats to Cloud9gg #IEM San Jose #LeagueOfLegends champions! What an awesome performance! ???? http://t.co/JgvbGzhzRA,713,1280,911,Intel
free space,OTHER,0.559402823,866,1128,956,"Everyone games, so let's game together! GaymerX offers a harassment free space for ALL: http://t.co/fPGEiXXGff http://t.co/zK7R7gtU8t",433,564,478,Intel
@CNET,USERNAME,9.86E-06,901,1058,953,RT CNET Intel reveals a second super-slim tablet at Computex http://t.co/iAwjsyHx7R  http://t.co/8tWC9zihHe #Computex2014,443,598,497,Intel
#eSports,HASHTAG,0.103430331,626,1538,945,"As #eSports competitors push the limits, will video games keep up? http://t.co/MeZwWEB6Si #AllWorkAllPlay #iQ http://t.co/kLGQ9roYqD",495,1324,785,Intel
http://t.co/ckimjKfQ2i,LINK,0,664,1464,943,"The kitchen of tomorrow helps you cook tastier, more consistent food. See how: http://t.co/ckimjKfQ2i #smarthome #iQ http://t.co/fyh03hyuj6",664,1464,943,Intel
http://t.co/fyh03hyuj6,LINK,0,664,1464,943,"The kitchen of tomorrow helps you cook tastier, more consistent food. See how: http://t.co/ckimjKfQ2i #smarthome #iQ http://t.co/fyh03hyuj6",664,1464,943,Intel
consistent food,OTHER,0,664,1464,943,"The kitchen of tomorrow helps you cook tastier, more consistent food. See how: http://t.co/ckimjKfQ2i #smarthome #iQ http://t.co/fyh03hyuj6",664,1464,943,Intel
@Forbes,USERNAME,0.045610834,791,1223,939,"Congrats to Intel's ReneeJJames ranked 45 on Forbes list, The Worlds 100 Most Powerful Women http://t.co/AK10jcSJ1O http://t.co/Yl4kZEuuc4",300,808,477,Intel
powerful,OTHER,0.117438101,788,1226,939,The wearable future is right on the button. Meet the tiny (and powerful) #Curie module. #CES2015 http://t.co/swT4yO0JQz,277,495,353,Intel
http://t.co/tL1GXB3hrh,LINK,0,810,1177,938,Think 140 character tweets are hard? Try jamming a transistor into 14 nanometers! The latest: http://t.co/gZ8mZ4ojps http://t.co/tL1GXB3hrh,810,1177,938,Intel
140 character tweets,OTHER,-0.230772555,810,1177,938,Think 140 character tweets are hard? Try jamming a transistor into 14 nanometers! The latest: http://t.co/gZ8mZ4ojps http://t.co/tL1GXB3hrh,810,1177,938,Intel
http://t.co/gZ8mZ4ojps,LINK,0,810,1177,938,Think 140 character tweets are hard? Try jamming a transistor into 14 nanometers! The latest: http://t.co/gZ8mZ4ojps http://t.co/tL1GXB3hrh,810,1177,938,Intel
http://t.co/orqDxxihzT,LINK,0,699,1381,937,Thunderbolt 3 in your next #Intel gaming rig will let you run two 4K displays at once! http://t.co/jAXA8dH6Oa http://t.co/orqDxxihzT,699,1381,937,Intel
gaming rig,OTHER,0,699,1381,937,Thunderbolt 3 in your next #Intel gaming rig will let you run two 4K displays at once! http://t.co/jAXA8dH6Oa http://t.co/orqDxxihzT,699,1381,937,Intel
http://t.co/jAXA8dH6Oa,LINK,0,699,1381,937,Thunderbolt 3 in your next #Intel gaming rig will let you run two 4K displays at once! http://t.co/jAXA8dH6Oa http://t.co/orqDxxihzT,699,1381,937,Intel
experts,OTHER,0.458333343,705,1344,927,"Discover why industry experts say new tech is about integrated experiences, not just devices: http://t.co/iyJMRaOs9F http://t.co/TZo8ap4K3i",370,818,526,Intel
#IntelSTS,HASHTAG,0.115191354,664,1403,920,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835,Intel
@vine,USERNAME,0,598,1509,916,Don't let battery power interrupt your game. �Intel-powered tablets help you #GoFaster for longer� via vine: https://t.co/VRULrhzt9q,555,1476,877,Intel
champions,OTHER,0.980000019,713,1280,911,Congrats to Cloud9gg #IEM San Jose #LeagueOfLegends champions! What an awesome performance! ???? http://t.co/JgvbGzhzRA,713,1280,911,Intel
http://t.co/JgvbGzhzRA,LINK,0,713,1280,911,Congrats to Cloud9gg #IEM San Jose #LeagueOfLegends champions! What an awesome performance! ???? http://t.co/JgvbGzhzRA,713,1280,911,Intel
awesome performance,OTHER,0.600000024,713,1280,911,Congrats to Cloud9gg #IEM San Jose #LeagueOfLegends champions! What an awesome performance! ???? http://t.co/JgvbGzhzRA,713,1280,911,Intel
Intel Edison,OTHER,-0.057680988,726,1218,897,Hey #Makers! What will you make with the Intel Edison's on-board WiFi? http://t.co/FBMaVqSwI7 http://t.co/nRIECrXST1,607,1067,768,Intel
Congratulations,OTHER,0.071826946,813,1069,896,"From our engineers to yours, job well done! Congratulations, esa! #cometlanding http://t.co/RRcu16NOMo",276,290,280,Intel
https://t.co/IF075OHAFA,LINK,0,747,1137,883,"With Intel technology, your face is your password. Looks like Jim Parsons' account is safe. #whatsnext https://t.co/IF075OHAFA",747,1137,883,Intel
http://t.co/cKD1PMllYX,LINK,0,720,1182,881,.flynixie takes the first ever flying photo on stage at #CES2015 http://t.co/cKD1PMllYX,720,1182,881,Intel
flying photo,OTHER,0,720,1182,881,.flynixie takes the first ever flying photo on stage at #CES2015 http://t.co/cKD1PMllYX,720,1182,881,Intel
#techtruth,HASHTAG,0,859,934,879,There's nothing more satisfying then plugging in a USB device on the first try. #techtruth,168,179,171,Intel
Intel-powered tablets,OTHER,0,555,1476,877,Don't let battery power interrupt your game. �Intel-powered tablets help you #GoFaster for longer� via vine: https://t.co/VRULrhzt9q,555,1476,877,Intel
battery power,OTHER,0,555,1476,877,Don't let battery power interrupt your game. �Intel-powered tablets help you #GoFaster for longer� via vine: https://t.co/VRULrhzt9q,555,1476,877,Intel
https://t.co/VRULrhzt9q,LINK,0,555,1476,877,Don't let battery power interrupt your game. �Intel-powered tablets help you #GoFaster for longer� via vine: https://t.co/VRULrhzt9q,555,1476,877,Intel
�Intel-powered tablets help you  #GoFaster for longer�,OTHER,0,555,1476,877,Don't let battery power interrupt your game. �Intel-powered tablets help you #GoFaster for longer� via vine: https://t.co/VRULrhzt9q,555,1476,877,Intel
7 million dollars,OTHER,0,930,766,872,#DidYouKnow it cost 7 million dollars to build the Titanic and 200 million to make a film about it.,930,766,872,Intel
#Maker,HASHTAG,0.025000001,659,1240,861,Crafters are getting techier than ever. What kind of #Maker are you? http://t.co/gD3PjqP6kW http://t.co/LvFIEGCj4g,362,848,532,Intel
winners,OTHER,0.323804617,618,1305,857,Want to win the Make It Wearable Challenge? Past winners tell contestants to bring it in 2015: http://t.co/lLLgHV6MXZ http://t.co/6qP6OJ9STw,303,762,463,Intel
@Dell,USERNAME,0.023055555,811,970,857,The Dell Venue 8 isn't just the world's thinnest tablet � it's also the first equipped with Intel RealSense #CES2015 http://t.co/YM0MFZRFXB,167,213,183,Intel
augmented reality,OTHER,0.049874832,601,1311,848,The next wave of augmented reality asks our tech to make our lives more�real. Learn more: http://t.co/PwD0dbsi6t http://t.co/8dPgPbF4FR,540,1276,797,Intel
amazing,OTHER,0.047959981,632,1264,846,Exploring Shanghai. And Intel technology is helping us experience this amazing city. #CESAsia2015. http://t.co/LadSTBJG2E,173,478,279,Intel
�brain�,OTHER,0,863,807,842,Introducing Curie. The button-sized �brain� coming to a wearable near you http://t.co/ziMUFxtsSx via verge #CES2015 http://t.co/IeqABRo8qA,544,443,508,Intel
1st prize,OTHER,0.473850578,581,1309,835,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835,Intel
http://t.co/kGGjQc5rpf,LINK,0,581,1309,835,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835,Intel
http://t.co/4iOPfUzboy,LINK,0,581,1309,835,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835,Intel
breakthroughs,OTHER,0.49000001,581,1309,835,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835,Intel
scientific breakthroughs,OTHER,0.49000001,581,1309,835,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835,Intel
geniuses,OTHER,0.49000001,581,1309,835,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835,Intel
Teen geniuses,OTHER,0.49000001,581,1309,835,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835,Intel
hardware store,OTHER,0.297290415,468,1512,833,Skip the hardware store and make your own holiday lights using Intel Edison. Here's how: http://t.co/aSmGUN9NNX http://t.co/3YoEZMiEPc,468,1512,833,Intel
holiday lights,OTHER,0.297290415,468,1512,833,Skip the hardware store and make your own holiday lights using Intel Edison. Here's how: http://t.co/aSmGUN9NNX http://t.co/3YoEZMiEPc,468,1512,833,Intel
own holiday,OTHER,0.297290415,468,1512,833,Skip the hardware store and make your own holiday lights using Intel Edison. Here's how: http://t.co/aSmGUN9NNX http://t.co/3YoEZMiEPc,468,1512,833,Intel
http://t.co/aSmGUN9NNX,LINK,0,468,1512,833,Skip the hardware store and make your own holiday lights using Intel Edison. Here's how: http://t.co/aSmGUN9NNX http://t.co/3YoEZMiEPc,468,1512,833,Intel
http://t.co/3YoEZMiEPc,LINK,0,468,1512,833,Skip the hardware store and make your own holiday lights using Intel Edison. Here's how: http://t.co/aSmGUN9NNX http://t.co/3YoEZMiEPc,468,1512,833,Intel
changing needs,OTHER,0,559,1340,832,"Computers aren't meant to flip, twist, or adapt to my changing needs. #SaidNoOneEver #2in1",559,1340,832,Intel
#ProstateCancer,HASHTAG,-0.485432096,562,1324,828,How bryceolson turned to intel supported research at OHSUKnight to fight #ProstateCancer http://t.co/6HKeYgf0ar http://t.co/CSHbr51U05,281,662,414,Intel
#microsoft,HASHTAG,0,619,1207,824,Flexible performance from one tiny chip. #SurfacePro3 #2in1 #microsoft https://t.co/dXNoCZevQI,619,1207,824,Intel
tiny chip,OTHER,0.446696997,619,1207,824,Flexible performance from one tiny chip. #SurfacePro3 #2in1 #microsoft https://t.co/dXNoCZevQI,619,1207,824,Intel
https://t.co/dXNoCZevQI,LINK,0,619,1207,824,Flexible performance from one tiny chip. #SurfacePro3 #2in1 #microsoft https://t.co/dXNoCZevQI,619,1207,824,Intel
MICA,OTHER,0.335999996,614,1198,816,"The European leg of the #Intel #wearables tour. MICA, mybasis, and smsaudio at #MWC15. https://t.co/0ax3iksReh http://t.co/EjvjNGm5UM",528,1127,737,Intel
http://t.co/oWVmuIIPdF,LINK,0,611,1190,813,Sound like a #tech genius - 7 New Buzzwords from #CES2015_http://t.co/oWVmuIIPdF http://t.co/9rsUkbtHHi,611,1190,813,Intel
http://t.co/9rsUkbtHHi,LINK,0,611,1190,813,Sound like a #tech genius - 7 New Buzzwords from #CES2015_http://t.co/oWVmuIIPdF http://t.co/9rsUkbtHHi,611,1190,813,Intel
@HP,USERNAME,3.03E-04,546,1306,806,Form factor as dynamic as your designs: http://t.co/td2ckGS95a HP #2in1 http://t.co/Zr3lsOks4A,162,573,305,Intel
http://t.co/PwD0dbsi6t,LINK,0,540,1276,797,The next wave of augmented reality asks our tech to make our lives more�real. Learn more: http://t.co/PwD0dbsi6t http://t.co/8dPgPbF4FR,540,1276,797,Intel
