keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company
live stream,OTHER,-0.002886288,913,579,796,RT Windows: We're moments from sharing the latest updates on #Windows10. Watch our live stream: http://t.co/2xfBkN9we2 http://t.co/dv9hK3x�,913,579,796,Microsoft
http://t.co/2xfBkN9we2,LINK,0,913,579,796,RT Windows: We're moments from sharing the latest updates on #Windows10. Watch our live stream: http://t.co/2xfBkN9we2 http://t.co/dv9hK3x�,913,579,796,Microsoft
#moreforyou,HASHTAG,0,929,544,794,RT onedrive: Your #OneDrive just got bigger. http://t.co/TROfUN3d55 #moreforyou http://t.co/GBO0XeEUsl,929,544,794,Microsoft
http://t.co/TROfUN3d55,LINK,0,929,544,794,RT onedrive: Your #OneDrive just got bigger. http://t.co/TROfUN3d55 #moreforyou http://t.co/GBO0XeEUsl,929,544,794,Microsoft
http://t.co/GBO0XeEUsl,LINK,0,929,544,794,RT onedrive: Your #OneDrive just got bigger. http://t.co/TROfUN3d55 #moreforyou http://t.co/GBO0XeEUsl,929,544,794,Microsoft
Minecraft community,OTHER,1,935,505,784,RT satyanadella: Thrilled to welcome the Minecraft community to the MSFT family &amp; excited about the open-world possibilities ahead! http:/�,935,505,784,Microsoft
open-world possibilities,OTHER,1,935,505,784,RT satyanadella: Thrilled to welcome the Minecraft community to the MSFT family &amp; excited about the open-world possibilities ahead! http:/�,935,505,784,Microsoft
Thrilled,OTHER,1.200000048,935,505,784,RT satyanadella: Thrilled to welcome the Minecraft community to the MSFT family &amp; excited about the open-world possibilities ahead! http:/�,935,505,784,Microsoft
DestinyGame,OTHER,0,976,427,783,RT Xbox: The DestinyGame Beta comes to #Xbox on July 23rd.RT if you're ready. http://t.co/9FkMpLBRXi,976,427,783,Microsoft
July 23rd,OTHER,0,976,427,783,RT Xbox: The DestinyGame Beta comes to #Xbox on July 23rd.RT if you're ready. http://t.co/9FkMpLBRXi,976,427,783,Microsoft
Lumia,OTHER,0,606,1114,783,RT Lumia: Share your new found love. Cortana accepts everyone for who they are. #LumiaLove http://t.co/iGEODcyMNthttps://t.co/9GJuCcmmdI,196,508,305,Microsoft
http://t.co/9FkMpLBRXi,LINK,0,976,427,783,RT Xbox: The DestinyGame Beta comes to #Xbox on July 23rd.RT if you're ready. http://t.co/9FkMpLBRXi,976,427,783,Microsoft
Nokia,OTHER,0,786,777,778,"RT MicrosoftStore: Introducing the Nokia Lumia 635, available now at your Microsoft store. http://t.co/NrfSvZRkwq http://t.co/8rKcapE9z8",133,146,137,Microsoft
catalyzing data exhaust,OTHER,0.600000024,849,608,764,RT satyanadella: great doodle of the world of data. catalyzing data exhaust into fuel for ambient intelligence http://t.co/GayjelefsE http�,849,608,764,Microsoft
great doodle,OTHER,0.600000024,849,608,764,RT satyanadella: great doodle of the world of data. catalyzing data exhaust into fuel for ambient intelligence http://t.co/GayjelefsE http�,849,608,764,Microsoft
http://t.co/GayjelefsE,LINK,0,849,608,764,RT satyanadella: great doodle of the world of data. catalyzing data exhaust into fuel for ambient intelligence http://t.co/GayjelefsE http�,849,608,764,Microsoft
ambient intelligence,OTHER,0.600000024,849,608,764,RT satyanadella: great doodle of the world of data. catalyzing data exhaust into fuel for ambient intelligence http://t.co/GayjelefsE http�,849,608,764,Microsoft
inside story,OTHER,0.234375,805,685,762,Band on the run: The inside story of Microsoft's new wearable: http://t.co/AYBOz1vHjY http://t.co/4EBaMgVDYi,465,286,402,Microsoft
blank slate,OTHER,0.280140013,596,1056,756,RT Xbox: Think of it as a blank slate. For destruction.Own the #SunsetOverdrive #XboxOne bundle now. http://t.co/SIkcCLCd6J http://t.co/h�,298,528,378,Microsoft
TheLegoMovie,OTHER,0.49000001,228,1734,755,VIDEO: TheLegoMovie Producer Dan Lin talks creativity and technology: http://t.co/ph1iZZv1Xo,228,1734,755,Microsoft
http://t.co/ph1iZZv1Xo,LINK,0,228,1734,755,VIDEO: TheLegoMovie Producer Dan Lin talks creativity and technology: http://t.co/ph1iZZv1Xo,228,1734,755,Microsoft
Now available,OTHER,0.362915993,759,743,753,RT msonenote: #OfficeLens captures notes with one click. Now available on iPhone and Android. Find out more: http://t.co/QDTlKZWYsQ http:/�,416,322,383,Microsoft
friend,OTHER,0.550000012,902,479,753,RT Windows: Introducing #Cortana: Your new best friend on WindowsPhone. #BLDWIN http://t.co/mYrWSxUsXm,799,402,660,Microsoft
Xbox One,OTHER,0,716,808,747,"RT Xbox: A new year, another great reason to buy. The Xbox One is $349 starting at midnight. http://t.co/K34wULtzA7 http://t.co/RBwYtfVrIP",708,802,740,Microsoft
Myerson talks,OTHER,0,836,581,746,RT Windows: Terry Myerson talks about all things #Windows10 in his recap of the day's events.�http://t.co/qm2dmatQxq http://t.co/EcBLGGIr6F,836,581,746,Microsoft
http://t.co/EcBLGGIr6F,LINK,0,836,581,746,RT Windows: Terry Myerson talks about all things #Windows10 in his recap of the day's events.�http://t.co/qm2dmatQxq http://t.co/EcBLGGIr6F,836,581,746,Microsoft
http://t.co/qm2dmatQxq,LINK,0,836,581,746,RT Windows: Terry Myerson talks about all things #Windows10 in his recap of the day's events.�http://t.co/qm2dmatQxq http://t.co/EcBLGGIr6F,836,581,746,Microsoft
Live webcast,OTHER,0,903,456,744,"RT MSFTnews: Yes, you heard that right. More than 20% of Azure VMs run on Linux. Live webcast: http://t.co/mYbIjv2mfK #MSCloud http://t.c�",566,270,462,Microsoft
#SunsetOverdrive,HASHTAG,0,641,938,744,RT Xbox: Think of it as a blank slate. For destruction.Own the #SunsetOverdrive #XboxOne bundle now. http://t.co/SIkcCLCd6J http://t.co/h�,298,528,378,Microsoft
http://t.co/K34wULtzA7,LINK,0,708,802,740,"RT Xbox: A new year, another great reason to buy. The Xbox One is $349 starting at midnight. http://t.co/K34wULtzA7 http://t.co/RBwYtfVrIP",708,802,740,Microsoft
http://t.co/RBwYtfVrIP,LINK,0,708,802,740,"RT Xbox: A new year, another great reason to buy. The Xbox One is $349 starting at midnight. http://t.co/K34wULtzA7 http://t.co/RBwYtfVrIP",708,802,740,Microsoft
great reason,OTHER,0.600000024,708,802,740,"RT Xbox: A new year, another great reason to buy. The Xbox One is $349 starting at midnight. http://t.co/K34wULtzA7 http://t.co/RBwYtfVrIP",708,802,740,Microsoft
long way,OTHER,-0.330000013,800,620,736,RT Windows: The #PC has come a long way. #TBT http://t.co/35hpk68m15,794,618,732,Microsoft
http://t.co/35hpk68m15,LINK,0,794,618,732,RT Windows: The #PC has come a long way. #TBT http://t.co/35hpk68m15,794,618,732,Microsoft
#PC,HASHTAG,-0.300000012,794,618,732,RT Windows: The #PC has come a long way. #TBT http://t.co/35hpk68m15,794,618,732,Microsoft
winners,OTHER,0.096282811,727,745,731,"RT Xbox: Tomb Raider, GTAV, or Dark Souls II?And the winners are�  #XboxLive Game Awards: http://t.co/isuIyuWqwx http://t.co/IPxXDAyTcB",284,387,320,Microsoft
local school,OTHER,0.374496996,374,1370,722,RT bing: We believe your local school should have #adfreesearch. Join the movement. http://t.co/McwzGbdnUl #bingclassroom http://t.co/9KGV�,187,685,361,Microsoft
Top,OTHER,0.210000008,702,762,721,RT bing: The Top 10 finalists in our Homepage Photo Contest are now available. Vote now: http://t.co/Z316UBD7aN #BingWorthy http://t.co/Gl�,636,693,655,Microsoft
"""I re-branded Microsoft for a school project, and then they hired me.""",OTHER,0,538,1063,720,"""I re-branded Microsoft for a school project, and then they hired me."" http://t.co/EH6g7YTLVS #ICreatedThis http://t.co/Yrpf6nK6Zd",314,805,485,Microsoft
school project,OTHER,0,538,1063,720,"""I re-branded Microsoft for a school project, and then they hired me."" http://t.co/EH6g7YTLVS #ICreatedThis http://t.co/Yrpf6nK6Zd",314,805,485,Microsoft
Uber,OTHER,0,735,679,714,RT satyanadella: Empowering developers�music to my ears! Thanks docker Uber StaffPad salesforce http://t.co/ZmHrTwYCQB #Build2015,420,440,427,Microsoft
windowsblog,OTHER,-8.33E-04,727,668,702,RT windowsblog: Keyboard Shortcuts in the Windows 10 Technical Preview http://t.co/iV3JQ2EKFP,136,128,133,Microsoft
http://t.co/Gp4eiEdR8V,LINK,0,684,737,702,RT Xbox: 200+ cars? You're gonna need a bigger garage. #XboxE3 #ForzaHorizon2 http://t.co/Gp4eiEdR8V http://t.co/iLwDUcL0DL,684,737,702,Microsoft
#ForzaHorizon2,HASHTAG,0,684,737,702,RT Xbox: 200+ cars? You're gonna need a bigger garage. #XboxE3 #ForzaHorizon2 http://t.co/Gp4eiEdR8V http://t.co/iLwDUcL0DL,684,737,702,Microsoft
http://t.co/iLwDUcL0DL,LINK,0,684,737,702,RT Xbox: 200+ cars? You're gonna need a bigger garage. #XboxE3 #ForzaHorizon2 http://t.co/Gp4eiEdR8V http://t.co/iLwDUcL0DL,684,737,702,Microsoft
http://t.co/qWsXiv4GJq,LINK,0,736,610,691,RT satyanadella: Our ambition is for you to love Windows and make it home - sign up to be an Insider. http://t.co/qWsXiv4GJq #Windows10,736,610,691,Microsoft
mobile device,OTHER,0.240330845,698,670,688,RT onedrive: Free up space on your mobile device. Store more on #OneDrive with 15 GB of free storage. http://t.co/E7siJJLkrl http://t.co/4�,253,199,234,Microsoft
https://t.co/ZbHQvFU72k,LINK,0,634,787,687,One of our TWO Super Bowl commercials this year: Braylon O'Neill #empowering #SB49https://t.co/ZbHQvFU72k,634,787,687,Microsoft
personal assistant,OTHER,0.068768318,787,498,683,"RT windowsphone: See how Cortana, your truly personal assistant, looks out for you in ways that Siri can't. http://t.co/lKzCaTpDKF",392,249,341,Microsoft
empowering,OTHER,0.326666673,696,656,681,RT satyanadella: Honored to join the President to discuss what empowering people means for Microsoft http://t.co/cc13x2luUU #WorkingFamil�,271,344,296,Microsoft
http://t.co/Tv7S8ACgxP,LINK,0,775,494,676,"RT satyanadella: today's Surface event, sketched on a #SurfacePro3 http://t.co/Tv7S8ACgxP",775,494,676,Microsoft
free storage,OTHER,0.239554076,710,610,674,RT onedrive: Free up space on your mobile device. Store more on #OneDrive with 15 GB of free storage. http://t.co/E7siJJLkrl http://t.co/4�,253,199,234,Microsoft
mashable,OTHER,0,752,533,674,RT mashable: Microsoft Excel: not just for boring spreadsheets. http://t.co/XoCLMtlDrn http://t.co/eybKSYJICj,428,341,397,Microsoft
SpecialOlympics,OTHER,0.139409319,598,824,674,"Meet SamAndMattie, hosts of Microsoft's coverage of the LA2015 SpecialOlympics http://t.co/N1ylU8XP5o http://t.co/S7H8yJLh4V",288,381,320,Microsoft
iPhone,OTHER,0.181457997,738,549,671,RT msonenote: #OfficeLens captures notes with one click. Now available on iPhone and Android. Find out more: http://t.co/QDTlKZWYsQ http:/�,416,322,383,Microsoft
achieve,OTHER,0.49000001,774,475,669,RT satyanadella: Coding is fun! Help us get 100M students to see how it can help them achieve great things. #HourofCode http://t.co/OGmqlh�,774,475,669,Microsoft
Dell,OTHER,0.213333344,621,748,663,"#CES2015: Somehow, Dell squeezed 5.7M pixels into the world's smallest 13-inch laptop. Check out the Dell XPS 13. https://t.co/uoit2bctB4",176,204,185,Microsoft
#autism,HASHTAG,0,717,564,663,Microsoft announces pilot program to hire people with #autism https://t.co/LK9HSMqLEf,602,422,539,Microsoft
complete cloud,OTHER,0,728,541,662,RT satyanadella: Microsoft Cloud: the most complete cloud http://t.co/k5ZA0OzzGF http://t.co/elAUuWlG7L,581,381,511,Microsoft
http://t.co/mYrWSxUsXm,LINK,0,799,402,660,RT Windows: Introducing #Cortana: Your new best friend on WindowsPhone. #BLDWIN http://t.co/mYrWSxUsXm,799,402,660,Microsoft
Happy,OTHER,0.025329416,549,882,656,"Happy 5th birthday, Bing! Explore the homepage imagery from the past 5 years. http://t.co/GHcCnhgp0V http://t.co/WnFiUMws3m",162,150,157,Microsoft
#BlackFriday,HASHTAG,0,620,727,655,"RT Windows: Early #BlackFriday deal: Get the Nextbook 8"" Tablet for $99 at Walmart. Doors open soon! http://t.co/OwDhNpF5Qn http://t.co/M�",166,216,183,Microsoft
first time,OTHER,0.101619333,748,481,654,RT satyanadella: Wow�first time seeing �Hyper-lapse� in action. Even novice videographers like me can make a professional-grade videos!htt�,435,264,375,Microsoft
powerful,OTHER,0.783000023,742,492,654,"RT surface: With intel i3, i5, and i7 processors, the #SurfacePro3 is our fastest, most powerful device yet. http://t.co/XwFS6FgoBk",533,268,440,Microsoft
Azure,OTHER,-0.076924185,749,451,644,"RT MSFTnews: Yes, you heard that right. More than 20% of Azure VMs run on Linux. Live webcast: http://t.co/mYbIjv2mfK #MSCloud http://t.c�",566,270,462,Microsoft
