keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company,date
http://t.co/tXhHtRJkq9,LINK,0,1313,3340,2022,"RT YouTube: If you could go back and talk to your younger self, what would you say?http://t.co/8GMXcl5Urj #DearMe http://t.co/tXhHtRJkq9",1313,3340,2022,Google,22/04/2015
#DearMe,HASHTAG,0,1313,3340,2022,"RT YouTube: If you could go back and talk to your younger self, what would you say?http://t.co/8GMXcl5Urj #DearMe http://t.co/tXhHtRJkq9",1313,3340,2022,Google,28/05/2014
http://t.co/8GMXcl5Urj,LINK,0,1313,3340,2022,"RT YouTube: If you could go back and talk to your younger self, what would you say?http://t.co/8GMXcl5Urj #DearMe http://t.co/tXhHtRJkq9",1313,3340,2022,Google,29/01/2014
#GoogleMaps,HASHTAG,3.24E-05,2089,1886,2015,RT googlemaps: Triumph is delicious. Defeat is for squares. Test your #PacMaps skills on #GoogleMaps. https://t.co/lB8lExZHvw,479,343,431,Google,19/05/2015
@twitter,USERNAME,0,2032,1983,2014,RT twitter: .google We're feeling lucky. ?? Tweets will now show up in Google Search: https://t.co/3zMZ3OoAfu http://t.co/NJI5oYkZS1,2032,1983,2014,Google,12/2/2015
http://t.co/NJI5oYkZS1,LINK,0,2032,1983,2014,RT twitter: .google We're feeling lucky. ?? Tweets will now show up in Google Search: https://t.co/3zMZ3OoAfu http://t.co/NJI5oYkZS1,2032,1983,2014,Google,4/6/2015
https://t.co/3zMZ3OoAfu,LINK,0,2032,1983,2014,RT twitter: .google We're feeling lucky. ?? Tweets will now show up in Google Search: https://t.co/3zMZ3OoAfu http://t.co/NJI5oYkZS1,2032,1983,2014,Google,29/06/2014
?? Tweets,OTHER,0.300000012,2032,1983,2014,RT twitter: .google We're feeling lucky. ?? Tweets will now show up in Google Search: https://t.co/3zMZ3OoAfu http://t.co/NJI5oYkZS1,2032,1983,2014,Google,30/06/2014
president yesterday,OTHER,0,971,3949,2013,"RT YouTube: ICYMI: BethanyMota, hankgreen and GloZell met the president yesterday. http://t.co/9A83Iytm55 #YouTubeAsksObama http://t.co�",971,3949,2013,Google,24/12/2013
King James,OTHER,0,2396,1290,2008,King James rules the world. #GoogleTrends http://t.co/h4zti1PWsA,2396,1290,2008,Google,15/05/2015
http://t.co/h4zti1PWsA,LINK,0,2396,1290,2008,King James rules the world. #GoogleTrends http://t.co/h4zti1PWsA,2396,1290,2008,Google,21/01/2015
http://t.co/AKiMTLv1Vr,LINK,0,2149,1661,1978,Happy 3.1415926 (and counting)! #PiDay http://t.co/AKiMTLv1Vr,2149,1661,1978,Google,25/04/2015
#PiDay,HASHTAG,0,2149,1661,1978,Happy 3.1415926 (and counting)! #PiDay http://t.co/AKiMTLv1Vr,2149,1661,1978,Google,13/03/2014
http://t.co/y6zUrOsO16,LINK,0,2164,1637,1975,It's all in the hips. http://t.co/y6zUrOsO16 #GoogleTrends #COL http://t.co/ml2gNYbnUL,562,361,491,Google,10/11/2014
#TrackSanta,HASHTAG,0,2249,1458,1969,Breaking news: Santa's in flight! #TrackSanta at http://t.co/FBaQyiSPrP or download the app: http://t.co/bmC5rE89S8 http://t.co/VMbBByt1jg,944,285,713,Google,26/06/2015
save,OTHER,0.046106421,2169,1556,1949,"We've lowered the cost of our GoogleDrive monthly storage plans, so you can save more http://t.co/tfZM1cBvfc http://t.co/cGswUBzqi7",900,497,758,Google,11/5/2015
greatest,OTHER,0.3125,2396,1116,1947,Nature's greatest light show without the trek: the aurora borealis on GoogleMaps #StreetView http://t.co/wzlYiSWuUy http://t.co/aVheXMjiUy,1850,429,1352,Google,23/09/2014
#MarchMadness,HASHTAG,-0.031263463,1738,2270,1915,"Working on your bracket? Our #MarchMadness picks, based on #GoogleTrends. Full size ? http://t.co/1jovg3t2YC http://t.co/hTdoACjHlm",159,191,170,Google,23/01/2015
next stop,OTHER,0,2213,1312,1897,The next stop on the road to a self-driving car http://t.co/gniIr42rmQ http://t.co/AkpLOpMWWB,2140,1243,1826,Google,28/05/2015
http://t.co/UihLmOJLwV,LINK,0,2191,1305,1880,"Our mission is to make the world's information accessible�yes, even Seth Rogen movies. http://t.co/UihLmOJLwV",2191,1305,1880,Google,12/8/2014
Brazil,OTHER,0.017619048,1927,1707,1847,Brazil's biggest (hearted) fan. #BRAvsNED #GoogleTrends http://t.co/oo8gV8ezuR http://t.co/RBfyglsK9H,850,729,807,Google,16/01/2015
http://t.co/gniIr42rmQ,LINK,0,2140,1243,1826,The next stop on the road to a self-driving car http://t.co/gniIr42rmQ http://t.co/AkpLOpMWWB,2140,1243,1826,Google,16/10/2014
http://t.co/AkpLOpMWWB,LINK,0,2140,1243,1826,The next stop on the road to a self-driving car http://t.co/gniIr42rmQ http://t.co/AkpLOpMWWB,2140,1243,1826,Google,22/04/2015
#AndroidWear,HASHTAG,0.033172985,1748,1920,1806,"RT Android: The latest #AndroidWear update gets Wi-Fi, gestures, a new app launcher, emojis and more http://t.co/2VBS0R3FVA http://t.co/8e�",791,753,777,Google,16/10/2014
@NASA,USERNAME,0,1865,1682,1800,RT NASA: See Google's Perseid meteor shower doodle? Watch the real thing streamed live tonight: http://t.co/JFI22XqFfW�� http://t.co/sEb9�,1546,1461,1516,Google,28/05/2015
@GoogleTrends,USERNAME,0.029989215,1629,2116,1794,People worldwide are looking for ways to help #Nepal. Searches visualized: http://t.co/dWBufW30yP via GoogleTrends http://t.co/ZkD7lycTnb,555,431,511,Google,5/11/2014
#GER,HASHTAG,0,1908,1560,1784,Germany has a new frontman. #GER #GoogleTrends http://t.co/oo8gV8ezuR http://t.co/KKvfZvIC5Q,434,407,424,Google,18/06/2014
happy,OTHER,0.281666676,1815,1729,1782,RT Android: We're happy to support such a worthy cause. Your turn now! #ALSIceBucketChallenge http://t.co/OdrjsMLPck,649,586,626,Google,10/2/2015
@googlepolitics,USERNAME,0,2025,1248,1750,RT googlepolitics: The President spoke to both his plan on community colleges &amp; diplomacy with Cuba. See the top questions on both --&gt; htt�,1608,484,1214,Google,20/03/2015
http://t.co/bjZzT3SAOc,LINK,0,1247,2674,1746,RT YouTube: Today is #HugYourCatDay. Let the snuggling begin! ?? https://t.co/6oQuv2Tqbk http://t.co/bjZzT3SAOc,1247,2674,1746,Google,25/06/2014
https://t.co/6oQuv2Tqbk,LINK,0,1247,2674,1746,RT YouTube: Today is #HugYourCatDay. Let the snuggling begin! ?? https://t.co/6oQuv2Tqbk http://t.co/bjZzT3SAOc,1247,2674,1746,Google,26/06/2015
?? https,OTHER,0.34465909,1247,2674,1746,RT YouTube: Today is #HugYourCatDay. Let the snuggling begin! ?? https://t.co/6oQuv2Tqbk http://t.co/bjZzT3SAOc,1247,2674,1746,Google,21/05/2014
snuggling,OTHER,0.980000019,1247,2674,1746,RT YouTube: Today is #HugYourCatDay. Let the snuggling begin! ?? https://t.co/6oQuv2Tqbk http://t.co/bjZzT3SAOc,1247,2674,1746,Google,3/3/2014
http://t.co/vOEOmTzKea,LINK,0,2036,1175,1734,RT Oatmeal: 6 things I learned from riding in a Google Self-Driving Car http://t.co/vOEOmTzKea http://t.co/Z3rRmkbLzS,2036,1175,1734,Google,21/01/2015
@Oatmeal,USERNAME,0,2036,1175,1734,RT Oatmeal: 6 things I learned from riding in a Google Self-Driving Car http://t.co/vOEOmTzKea http://t.co/Z3rRmkbLzS,2036,1175,1734,Google,22/08/2014
http://t.co/Z3rRmkbLzS,LINK,0,2036,1175,1734,RT Oatmeal: 6 things I learned from riding in a Google Self-Driving Car http://t.co/vOEOmTzKea http://t.co/Z3rRmkbLzS,2036,1175,1734,Google,4/6/2015
@Gmail,USERNAME,0.069720235,1895,1403,1720,An Inbox designed to help you get stuff done. New from the Gmail team ? http://t.co/ffTJdLZFwD http://t.co/rL6zxewOlf,625,467,569,Google,3/3/2015
http://t.co/M2JbJ3c3VX,LINK,0,2444,349,1710,RT googleglass: The Explorer Program is closing. On to the future. http://t.co/M2JbJ3c3VX http://t.co/HxHirtlVy5,2444,349,1710,Google,9/1/2015
http://t.co/HxHirtlVy5,LINK,0,2444,349,1710,RT googleglass: The Explorer Program is closing. On to the future. http://t.co/M2JbJ3c3VX http://t.co/HxHirtlVy5,2444,349,1710,Google,22/10/2014
quick,OTHER,0.042777778,2210,785,1709,A quick history lesson before tonight's #SOTU. Tune in at 9pm ET to watch the speech ? http://t.co/qA5Xkqc5Gz http://t.co/4Va5BIy0z8,1668,102,1119,Google,17/01/2015
top questions,OTHER,0.064166669,2087,1009,1707,RT googlepolitics: The President spoke to both his plan on community colleges &amp; diplomacy with Cuba. See the top questions on both --&gt; htt�,1608,484,1214,Google,22/12/2014
@googlenexus,USERNAME,0.120000005,1714,1674,1697,"RT googlenexus: Introducing #Nexus9: the new tablet from Google designed for work, play and everything in between. http://t.co/8yk14omkio",584,455,538,Google,19/05/2015
winners,OTHER,0.031716006,1723,1582,1665,And the winners of the 2014 Google Science Fair are � http://t.co/5s6tWNwEzv #GSF2014 http://t.co/yfRpKseAGU,379,302,352,Google,6/6/2015
Happy holidays,OTHER,0.099444446,1604,1768,1658,Happy holidays from all of us at Google! http://t.co/IRY5YkDDnE,464,571,501,Google,29/01/2014
sweet,OTHER,0.085081113,1856,1244,1639,RT sundarpichai: Met some sweet new friends today. #NationalDessertDay #Android http://t.co/KNxe1LjpgI,1218,575,992,Google,13/06/2015
http://t.co/U5i2Bd3G8b,LINK,0,1840,1222,1622,"With Google Photos, backup &amp; store unlimited, high-quality photos and videos. For free. http://t.co/U5i2Bd3G8b #io15 http://t.co/AEL1FznlY4",997,574,848,Google,18/01/2015
#SpiritDay,HASHTAG,0,1680,1442,1596,"This #SpiritDay, we're proud to go purple to stand up against bullying. http://t.co/ByqPb8DnGn",1680,1442,1596,Google,6/6/2015
bullying,OTHER,-0.49000001,1680,1442,1596,"This #SpiritDay, we're proud to go purple to stand up against bullying. http://t.co/ByqPb8DnGn",1680,1442,1596,Google,21/01/2015
http://t.co/ByqPb8DnGn,LINK,0,1680,1442,1596,"This #SpiritDay, we're proud to go purple to stand up against bullying. http://t.co/ByqPb8DnGn",1680,1442,1596,Google,15/01/2015
@googleart,USERNAME,1.43E-13,1594,1587,1585,RT googleart: Breathe a little art into your day with the new Google Art Project extension for googlechrome http://t.co/wiscOTlyu6 http:/�,211,237,220,Google,22/12/2014
loved,OTHER,0.376666665,1621,1498,1576,Reduced cost of calls to #Nepal to 1�/min (from 19�/min) to help loved ones connect? http://t.co/RjfHY8bCri GoogleCR http://t.co/fWEb70Pp8P,737,642,703,Google,25/04/2015
now open,OTHER,0.242013488,1674,1385,1570,"RT inboxbygmail: Thanks to you, Inbox by Gmail is now open to everyone: http://t.co/VFNuqb4TBI http://t.co/Aamx1jlZ7c",903,625,805,Google,2/8/2013
fast,OTHER,0.085000003,1507,1666,1560,Solar-powered Loon balloons provide Internet fast enough to stream YouTube videos #io15 http://t.co/WodBbUdR0o,774,688,743,Google,22/04/2015
updated,OTHER,0.026569099,1785,1152,1557,Keep your browser &amp; operating system updated. Old software can leave you vulnerable to malware http://t.co/loRfOptpSL http://t.co/YwQ2oeEkRP,283,92,216,Google,26/06/2015
@googledrive,USERNAME,0.044166667,1753,1127,1532,RT googledrive: Happy Safer Internet Day. Be #SafeOnline with a 2-minute Security Checkup and we'll say thanks with a 2GB bonus. http://t.�,1038,623,892,Google,3/3/2015
#JustAsk,HASHTAG,2.05E-55,1231,2139,1526,"Now on to even bigger questions. Congratulations, Class of 2015! #JustAsk #OkGoogle http://t.co/2Qrg74Fc8a",222,577,346,Google,21/01/2015
@WhiteHouse,USERNAME,0.006055555,1265,2015,1524,"Today's the day: Tune in at 5pm ET for #YouTubeAsksObama, live from the WhiteHouse http://t.co/fWvyLQJb4g http://t.co/5G5q6FM8n8",494,1312,780,Google,16/10/2014
Mountain View,OTHER,0.019897754,1468,1618,1518,Our self-driving car prototypes are leaving the test track &amp; hitting the road in Mountain View http://t.co/pOzAbYqOGT http://t.co/kTE70cRW9j,737,747,740,Google,16/01/2015
http://t.co/JFI22XqFfW,LINK,0,1546,1461,1516,RT NASA: See Google's Perseid meteor shower doodle? Watch the real thing streamed live tonight: http://t.co/JFI22XqFfW�� http://t.co/sEb9�,1546,1461,1516,Google,16/10/2014
Perseid meteor shower doodle,OTHER,0.232841998,1546,1461,1516,RT NASA: See Google's Perseid meteor shower doodle? Watch the real thing streamed live tonight: http://t.co/JFI22XqFfW�� http://t.co/sEb9�,1546,1461,1516,Google,19/06/2015
http://t.co/iLQbRVXs9g,LINK,0,1518,1476,1503,The USA is officially World Cup crazy. #USA #GoogleTrends http://t.co/c000rjuUtX http://t.co/iLQbRVXs9g,1518,1476,1503,Google,28/05/2015
crazy,OTHER,-0.5,1518,1476,1503,The USA is officially World Cup crazy. #USA #GoogleTrends http://t.co/c000rjuUtX http://t.co/iLQbRVXs9g,1518,1476,1503,Google,21/07/2014
USA,OTHER,-0.5,1518,1476,1503,The USA is officially World Cup crazy. #USA #GoogleTrends http://t.co/c000rjuUtX http://t.co/iLQbRVXs9g,1518,1476,1503,Google,24/06/2014
http://t.co/c000rjuUtX,LINK,0,1518,1476,1503,The USA is officially World Cup crazy. #USA #GoogleTrends http://t.co/c000rjuUtX http://t.co/iLQbRVXs9g,1518,1476,1503,Google,31/12/2014
@tommycaldwell1,USERNAME,0,1980,579,1488,"RT googlemaps: Drink in this view of tommycaldwell1 1,200 ft up the Dawn Wall of #ElCapitan. ??: coreyrich ? http://t.co/R4PjgFUOD2 http:�",1818,335,1298,Google,12/8/2014
Cuba,OTHER,0.097246567,1851,715,1451,RT googlepolitics: The President spoke to both his plan on community colleges &amp; diplomacy with Cuba. See the top questions on both --&gt; htt�,1608,484,1214,Google,19/11/2013
new way,OTHER,0.070015672,1636,1111,1450,"RT projectfi: Introducing Project Fi, a new way to say hello: http://t.co/3zKmBjQ1Xd",859,579,761,Google,20/03/2015
simple steps,OTHER,0.200000003,1692,966,1436,"Dude, where's my phone? Three simple steps you can take to protect your Android device http://t.co/XYvyJfm2PF",846,483,718,Google,12/8/2014
#Maps10,HASHTAG,0,1354,1531,1415,"RT googlemaps: Today we turn 10! Planet-size thanks to all who navigated, explored and dreamed with us this past decade. #Maps10 http://t.�",815,909,847,Google,23/11/2013
@verge,USERNAME,0.033333334,1344,1546,1412,"12 of the best new features in Android #Lollipop, according to verge http://t.co/3DYOTF4rIw http://t.co/dwHRIhgQQR",420,556,467,Google,3/12/2014
#BRAvsMEX,HASHTAG,0,1698,879,1411,There's no getting past this guy. Or is there? #GoogleTrends #BRAvsMEX #Ochoa http://t.co/1QGJZRGgWe,1698,879,1411,Google,27/04/2015
http://t.co/1QGJZRGgWe,LINK,0,1698,879,1411,There's no getting past this guy. Or is there? #GoogleTrends #BRAvsMEX #Ochoa http://t.co/1QGJZRGgWe,1698,879,1411,Google,26/06/2014
#Ochoa,HASHTAG,0,1698,879,1411,There's no getting past this guy. Or is there? #GoogleTrends #BRAvsMEX #Ochoa http://t.co/1QGJZRGgWe,1698,879,1411,Google,22/04/2015
Security,OTHER,0.383333345,1564,1077,1392,RT googledrive: Happy Safer Internet Day. Be #SafeOnline with a 2-minute Security Checkup and we'll say thanks with a 2GB bonus. http://t.�,1038,623,892,Google,23/02/2015
improve,OTHER,0.071871529,1390,1364,1377,Using machine learning to improve data center energy efficiency. http://t.co/CskoFZWKm0 http://t.co/Iy4nEo5KuK,309,326,314,Google,15/05/2015
http://t.co/ITpZu3V9Xe,LINK,0,1102,1887,1376,RT YouTube: Today is #WorldNutellaDay. Eat it. http://t.co/ITpZu3V9Xe http://t.co/JDTHFrAKQx,1102,1887,1376,Google,22/04/2015
http://t.co/JDTHFrAKQx,LINK,0,1102,1887,1376,RT YouTube: Today is #WorldNutellaDay. Eat it. http://t.co/ITpZu3V9Xe http://t.co/JDTHFrAKQx,1102,1887,1376,Google,5/3/2015
#WorldNutellaDay,HASHTAG,0,1102,1887,1376,RT YouTube: Today is #WorldNutellaDay. Eat it. http://t.co/ITpZu3V9Xe http://t.co/JDTHFrAKQx,1102,1887,1376,Google,4/5/2014
excited,OTHER,0.088333335,1668,830,1373,RT sundarpichai: Really excited to introduce Android for Wearables to a new generation of devices with a developer preview today http://t.�,1411,634,1139,Google,1/5/2015
#FightEbola,HASHTAG,0,1463,1199,1369,"Help #FightEbola. For every $1 you give, Google will give $2. Donate here: http://t.co/M8MOJYpwbX http://t.co/vRNMsYixiI",1002,764,918,Google,10/7/2014
#Pride,HASHTAG,0.600000024,1126,1814,1366,RT Android: Let's party for #Pride. Who's in? http://t.co/IgmrkIARFr #andproud http://t.co/lTnUGhPJXf,563,907,683,Google,16/01/2015
http://t.co/wzlYiSWuUy,LINK,0,1850,429,1352,Nature's greatest light show without the trek: the aurora borealis on GoogleMaps #StreetView http://t.co/wzlYiSWuUy http://t.co/aVheXMjiUy,1850,429,1352,Google,10/3/2015
aurora borealis,OTHER,0.375,1850,429,1352,Nature's greatest light show without the trek: the aurora borealis on GoogleMaps #StreetView http://t.co/wzlYiSWuUy http://t.co/aVheXMjiUy,1850,429,1352,Google,5/11/2013
light show,OTHER,0.375,1850,429,1352,Nature's greatest light show without the trek: the aurora borealis on GoogleMaps #StreetView http://t.co/wzlYiSWuUy http://t.co/aVheXMjiUy,1850,429,1352,Google,21/01/2015
http://t.co/aVheXMjiUy,LINK,0,1850,429,1352,Nature's greatest light show without the trek: the aurora borealis on GoogleMaps #StreetView http://t.co/wzlYiSWuUy http://t.co/aVheXMjiUy,1850,429,1352,Google,25/04/2015
https://t.co/9CdxQHxEiS,LINK,0,1506,1035,1341,"RT sundarpichai: Excited to announce dates for Google I/O in San Francisco on May 28-29, 2015. More details at https://t.co/9CdxQHxEiS",1506,1035,1341,Google,19/05/2015
San Francisco,OTHER,0.400000006,1506,1035,1341,"RT sundarpichai: Excited to announce dates for Google I/O in San Francisco on May 28-29, 2015. More details at https://t.co/9CdxQHxEiS",1506,1035,1341,Google,17/01/2015
28-May,OTHER,0.400000006,1506,1035,1341,"RT sundarpichai: Excited to announce dates for Google I/O in San Francisco on May 28-29, 2015. More details at https://t.co/9CdxQHxEiS",1506,1035,1341,Google,10/3/2015
http://t.co/dMtUjXFh92,LINK,0,1725,594,1329,"Protect your accounts: a few tips for choosing a better password than ""password""  #SafeOnline http://t.co/BM3fiknXc4 http://t.co/dMtUjXFh92",1725,594,1329,Google,4/3/2015
http://t.co/BM3fiknXc4,LINK,0,1725,594,1329,"Protect your accounts: a few tips for choosing a better password than ""password""  #SafeOnline http://t.co/BM3fiknXc4 http://t.co/dMtUjXFh92",1725,594,1329,Google,10/11/2014
"""password""",OTHER,0,1725,594,1329,"Protect your accounts: a few tips for choosing a better password than ""password""  #SafeOnline http://t.co/BM3fiknXc4 http://t.co/dMtUjXFh92",1725,594,1329,Google,18/06/2014
earthquake,OTHER,-0.400000006,1648,730,1326,MT-GoogleCR: Person Finder launced to help track missing persons for #Nepal earthquake ? http://t.co/MovGHXXoAb http://t.co/8NNz4BKXIp,1594,703,1282,Google,23/06/2014
http://t.co/VV9evY1bJ7,LINK,0,1772,473,1317,RT YouTube: Tune in to http://t.co/VV9evY1bJ7 tonight at 9 p.m. ET for President Obama's State of the Union address. #SOTU http://t.co/bLL�,1772,473,1317,Google,22/12/2014
@googlefiber,USERNAME,0,1373,1218,1317,"RT googlefiber: Google Fiber is coming to the Atlanta, Charlotte, Nashville, and Raleigh-Durham metro areas: http://t.co/l0spJrIiSk http:/�",604,448,549,Google,8/2/2015
update,OTHER,0.026575667,1349,1273,1314,"RT Android: The latest #AndroidWear update gets Wi-Fi, gestures, a new app launcher, emojis and more http://t.co/2VBS0R3FVA http://t.co/8e�",791,753,777,Google,22/04/2015
http://t.co/KQwBhvdCvK,LINK,0,1440,1071,1310,"Finally, a product so brilliant you can ask it anything, yet so cute you'll need to hug it ? http://t.co/KQwBhvdCvK http://t.co/r07BZwDyWr",1440,1071,1310,Google,10/2/2015
hug,OTHER,0.597954571,1440,1071,1310,"Finally, a product so brilliant you can ask it anything, yet so cute you'll need to hug it ? http://t.co/KQwBhvdCvK http://t.co/r07BZwDyWr",1440,1071,1310,Google,30/04/2015
cute,OTHER,1.102499962,1440,1071,1310,"Finally, a product so brilliant you can ask it anything, yet so cute you'll need to hug it ? http://t.co/KQwBhvdCvK http://t.co/r07BZwDyWr",1440,1071,1310,Google,24/12/2014
http://t.co/r07BZwDyWr,LINK,0,1440,1071,1310,"Finally, a product so brilliant you can ask it anything, yet so cute you'll need to hug it ? http://t.co/KQwBhvdCvK http://t.co/r07BZwDyWr",1440,1071,1310,Google,27/01/2015
brilliant,OTHER,0.900000036,1440,1071,1310,"Finally, a product so brilliant you can ask it anything, yet so cute you'll need to hug it ? http://t.co/KQwBhvdCvK http://t.co/r07BZwDyWr",1440,1071,1310,Google,13/10/2013
#Googleapp,HASHTAG,0.049680557,1098,1692,1300,It's an APP! ...with the power to explore over 400 Star Wars characters. #OkGoogle #Googleapp #Maythe4thBeWithYou http://t.co/fTyWXHmJOM,246,254,248,Google,1/1/2014
http://t.co/R4PjgFUOD2,LINK,0,1818,335,1298,"RT googlemaps: Drink in this view of tommycaldwell1 1,200 ft up the Dawn Wall of #ElCapitan. ??: coreyrich ? http://t.co/R4PjgFUOD2 http:�",1818,335,1298,Google,29/09/2014
#ElCapitan,HASHTAG,0,1818,335,1298,"RT googlemaps: Drink in this view of tommycaldwell1 1,200 ft up the Dawn Wall of #ElCapitan. ??: coreyrich ? http://t.co/R4PjgFUOD2 http:�",1818,335,1298,Google,24/12/2013
@coreyrich,USERNAME,0,1818,335,1298,"RT googlemaps: Drink in this view of tommycaldwell1 1,200 ft up the Dawn Wall of #ElCapitan. ??: coreyrich ? http://t.co/R4PjgFUOD2 http:�",1818,335,1298,Google,27/04/2015
https://t.co/gi31KX3pE1,LINK,0,1063,1734,1297,RT JaredLeto: Find out #googledoodle animal I am + support world_wildlife just in time for #EarthDay: https://t.co/gi31KX3pE1 http://t.co�,1063,1734,1297,Google,22/01/2015
#googledoodle,HASHTAG,0,1063,1734,1297,RT JaredLeto: Find out #googledoodle animal I am + support world_wildlife just in time for #EarthDay: https://t.co/gi31KX3pE1 http://t.co�,1063,1734,1297,Google,26/06/2014
@world_wildlife,USERNAME,0,1063,1734,1297,RT JaredLeto: Find out #googledoodle animal I am + support world_wildlife just in time for #EarthDay: https://t.co/gi31KX3pE1 http://t.co�,1063,1734,1297,Google,5/7/2014
#Nexus9,HASHTAG,0.079805002,1289,1294,1289,"RT googlenexus: Introducing #Nexus9: the new tablet from Google designed for work, play and everything in between. http://t.co/8yk14omkio",584,455,538,Google,29/06/2014
https://t.co/jDadChCZuJ,LINK,0,1209,1428,1285,We're proud to celebrate marriage equality! #AndProud https://t.co/jDadChCZuJ http://t.co/kkFajfK4SE,1209,1428,1285,Google,16/06/2014
marriage equality,OTHER,1.200000048,1209,1428,1285,We're proud to celebrate marriage equality! #AndProud https://t.co/jDadChCZuJ http://t.co/kkFajfK4SE,1209,1428,1285,Google,29/06/2014
http://t.co/kkFajfK4SE,LINK,0,1209,1428,1285,We're proud to celebrate marriage equality! #AndProud https://t.co/jDadChCZuJ http://t.co/kkFajfK4SE,1209,1428,1285,Google,28/04/2014
#AndProud,HASHTAG,0,1209,1428,1285,We're proud to celebrate marriage equality! #AndProud https://t.co/jDadChCZuJ http://t.co/kkFajfK4SE,1209,1428,1285,Google,27/04/2015
missing persons,OTHER,-0.371500015,1594,703,1282,MT-GoogleCR: Person Finder launced to help track missing persons for #Nepal earthquake ? http://t.co/MovGHXXoAb http://t.co/8NNz4BKXIp,1594,703,1282,Google,1/6/2015
missing,OTHER,-0.371500015,1594,703,1282,MT-GoogleCR: Person Finder launced to help track missing persons for #Nepal earthquake ? http://t.co/MovGHXXoAb http://t.co/8NNz4BKXIp,1594,703,1282,Google,20/06/2014
http://t.co/8NNz4BKXIp,LINK,0,1594,703,1282,MT-GoogleCR: Person Finder launced to help track missing persons for #Nepal earthquake ? http://t.co/MovGHXXoAb http://t.co/8NNz4BKXIp,1594,703,1282,Google,29/01/2014
http://t.co/MovGHXXoAb,LINK,0,1594,703,1282,MT-GoogleCR: Person Finder launced to help track missing persons for #Nepal earthquake ? http://t.co/MovGHXXoAb http://t.co/8NNz4BKXIp,1594,703,1282,Google,14/10/2014
http://t.co/RjfHY8bCri,LINK,0,1375,1082,1271,Reduced cost of calls to #Nepal to 1�/min (from 19�/min) to help loved ones connect? http://t.co/RjfHY8bCri GoogleCR http://t.co/fWEb70Pp8P,737,642,703,Google,24/12/2014
#BRA,HASHTAG,0,1366,1100,1271,"Look out Neymar, Brazil has a new hero. #BRA #GoogleTrends http://t.co/wWntiQDtjq http://t.co/V4pIqz6cop",585,477,547,Google,24/12/2014
iPhone,OTHER,0.122500003,1394,1036,1267,RT googlecalendar: Google Calendar for iPhone. It's about time. http://t.co/1Ye9rfG7Z9 http://t.co/bxwQqwyzBI,789,537,700,Google,19/03/2015
worthy cause,OTHER,0.699999988,1298,1172,1252,RT Android: We're happy to support such a worthy cause. Your turn now! #ALSIceBucketChallenge http://t.co/OdrjsMLPck,649,586,626,Google,4/5/2015
Internet Day,OTHER,0.651749998,1446,890,1250,RT googledrive: Happy Safer Internet Day. Be #SafeOnline with a 2-minute Security Checkup and we'll say thanks with a 2GB bonus. http://t.�,1038,623,892,Google,9/3/2015
Safer,OTHER,0.660000027,1446,890,1250,RT googledrive: Happy Safer Internet Day. Be #SafeOnline with a 2-minute Security Checkup and we'll say thanks with a 2GB bonus. http://t.�,1038,623,892,Google,17/01/2015
#SavedByUndoSend,HASHTAG,0.232788821,1260,1218,1244,RT inboxbygmail: Undo Send: For when you really wanted to email David but accidentally selected Dad. #oops #SavedByUndoSend https://t.co/b�,414,381,402,Google,24/12/2013
http://t.co/iHGSQ4pX4k,LINK,0,1814,160,1235,"This week in search, we reached peak awards season. Also, glitter. http://t.co/trGChe3jSa http://t.co/iHGSQ4pX4k",1814,160,1235,Google,6/3/2015
awards,OTHER,0.49000001,1814,160,1235,"This week in search, we reached peak awards season. Also, glitter. http://t.co/trGChe3jSa http://t.co/iHGSQ4pX4k",1814,160,1235,Google,25/06/2014
http://t.co/trGChe3jSa,LINK,0,1814,160,1235,"This week in search, we reached peak awards season. Also, glitter. http://t.co/trGChe3jSa http://t.co/iHGSQ4pX4k",1814,160,1235,Google,20/12/2014
reached peak awards season,OTHER,0.49000001,1814,160,1235,"This week in search, we reached peak awards season. Also, glitter. http://t.co/trGChe3jSa http://t.co/iHGSQ4pX4k",1814,160,1235,Google,15/06/2014
#ProudToPlay,HASHTAG,0.25000001,1106,1478,1234,It's not just the Cup that unites us. #GoogleTrends #ProudToPlay http://t.co/AcwaL8geg7,417,578,473,Google,1/4/2015
#madewithcode,HASHTAG,0.075000003,1044,1577,1228,RT ChelseaClinton: What's #madewithcode? The bracelets mindykaling &amp; I are wearing and so much more: http://t.co/XIhSNPe290 http://t.co/R�,367,1006,590,Google,13/03/2014
@Twitter,USERNAME,0,1104,1456,1226,"RT HillaryClinton: In #SiliconValley today visiting Google, Facebook, &amp; Twitter.  Looking forward to seeing everyone and answering some�",626,1206,829,Google,29/06/2014
#LEGO,HASHTAG,0.01125,1149,1352,1218,"Harry Styles was the most searched member of 1D, followed by Zayn &amp; Louis #YearInSearch #LEGO http://t.co/pjm3YXO0W9 http://t.co/tt4o6nYhgs",541,468,515,Google,11/5/2015
@YouTubeGaming,USERNAME,0,1073,1484,1216,RT YouTubeGaming: Here's everything you need to know about YouTube Gaming. Coming later this summer. ? http://t.co/AvvliTFN2a,1073,1484,1216,Google,27/03/2015
