keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company
love,OTHER,0.104166671,70731,69143,70173,I'm backstage and this is my first tweet from my iPhone 6. It's amazing. You're going to love it.,27708,23291,26162,Apple
Apple,OTHER,4.92E-07,36063,45675,39422,Apple is open for everyone. We are deeply disappointed in Indiana's new law and calling on Arkansas Gov. to veto the similar #HB1228.,15074,17678,15985,Apple
great,OTHER,0.25500001,31563,28414,30459,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm",23923,19376,22331,Apple
amazing,OTHER,0.330750008,30542,27143,29351,I'm backstage and this is my first tweet from my iPhone 6. It's amazing. You're going to love it.,27708,23291,26162,Apple
great day,OTHER,0.600000009,31614,20230,27628,Looking forward to a great day in Cupertino! Join us at 10am Pacific. #AppleLive,15807,10115,13814,Apple
Steve,OTHER,0,23923,19376,22331,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm",23923,19376,22331,Apple
"""The only way to do great work is to love what you do.""",OTHER,0.600000024,23923,19376,22331,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm",23923,19376,22331,Apple
http://t.co/0YD0gZ7jvm,LINK,0,23923,19376,22331,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm",23923,19376,22331,Apple
great work,OTHER,0.600000024,23923,19376,22331,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm",23923,19376,22331,Apple
Indiana,OTHER,-0.259849995,15074,17678,15985,Apple is open for everyone. We are deeply disappointed in Indiana's new law and calling on Arkansas Gov. to veto the similar #HB1228.,15074,17678,15985,Apple
disappointed,OTHER,-0.926100016,15074,17678,15985,Apple is open for everyone. We are deeply disappointed in Indiana's new law and calling on Arkansas Gov. to veto the similar #HB1228.,15074,17678,15985,Apple
Gov.,OTHER,-0.259849995,15074,17678,15985,Apple is open for everyone. We are deeply disappointed in Indiana's new law and calling on Arkansas Gov. to veto the similar #HB1228.,15074,17678,15985,Apple
#HB1228,HASHTAG,-0.259849995,15074,17678,15985,Apple is open for everyone. We are deeply disappointed in Indiana's new law and calling on Arkansas Gov. to veto the similar #HB1228.,15074,17678,15985,Apple
new law,OTHER,-0.259849995,15074,17678,15985,Apple is open for everyone. We are deeply disappointed in Indiana's new law and calling on Arkansas Gov. to veto the similar #HB1228.,15074,17678,15985,Apple
#AppleLive,HASHTAG,0,15807,10115,13814,Looking forward to a great day in Cupertino! Join us at 10am Pacific. #AppleLive,15807,10115,13814,Apple
�The people who are crazy enough to think they can change the world are the ones who do.�,OTHER,-0.5,12457,12642,12521,�The people who are crazy enough to think they can change the world are the ones who do.�,12457,12642,12521,Apple
crazy,OTHER,-0.5,12457,12642,12521,�The people who are crazy enough to think they can change the world are the ones who do.�,12457,12642,12521,Apple
Amazing,OTHER,0.49000001,15288,5502,11862,Amazing to see the excited crowds today in Paris to preview Apple Watch for the first time at @coletteparis http://t.co/YTqzbqSGhC,13103,1971,9206,Apple
Special Event,OTHER,0.541502506,12922,9612,11762,Apple - Live - Countdown to the Apple Special Event.  Wish I could say more.  I hope you can join us. http://t.co/2Iudkgv8NW,6461,4806,5881,Apple
first time,OTHER,0.152429,14639,4736,11172,Amazing to see the excited crowds today in Paris to preview Apple Watch for the first time at @coletteparis http://t.co/YTqzbqSGhC,13103,1971,9206,Apple
inspires,OTHER,0.171000007,8516,11399,9522,Congrats to 5000 Apple employees/families who attended today's Pride parade.Inclusion inspires innovation.#applepride http://t.co/4DncX8F6fO,4258,5083,4546,Apple
http://t.co/QJTkCuZVdo,LINK,0,10393,7635,9427,There's something very dangerous happening in states across the country.    http://t.co/QJTkCuZVdo,10393,7635,9427,Apple
dangerous,OTHER,-0.872200012,10393,7635,9427,There's something very dangerous happening in states across the country.    http://t.co/QJTkCuZVdo,10393,7635,9427,Apple
excited crowds today,OTHER,0.400000006,13103,1971,9206,Amazing to see the excited crowds today in Paris to preview Apple Watch for the first time at @coletteparis http://t.co/YTqzbqSGhC,13103,1971,9206,Apple
coletteparis,OTHER,0.27621451,13103,1971,9206,Amazing to see the excited crowds today in Paris to preview Apple Watch for the first time at @coletteparis http://t.co/YTqzbqSGhC,13103,1971,9206,Apple
http://t.co/YTqzbqSGhC,LINK,0,13103,1971,9206,Amazing to see the excited crowds today in Paris to preview Apple Watch for the first time at @coletteparis http://t.co/YTqzbqSGhC,13103,1971,9206,Apple
Paris,OTHER,0.27621451,13103,1971,9206,Amazing to see the excited crowds today in Paris to preview Apple Watch for the first time at @coletteparis http://t.co/YTqzbqSGhC,13103,1971,9206,Apple
excited,OTHER,0.400000006,13103,1971,9206,Amazing to see the excited crowds today in Paris to preview Apple Watch for the first time at @coletteparis http://t.co/YTqzbqSGhC,13103,1971,9206,Apple
#WWDC15,HASHTAG,0,8365,10716,9187,"Rise and shine, developers! #WWDC15",7053,7702,7280,Apple
#Apple,HASHTAG,0,9982,7370,9067,"Sharing a laugh with Jimmy, Dre, and @cue. Excited to welcome the #Beats team to #Apple. It's all about the music. http://t.co/ZwyWgHFwhO",6302,4474,5662,Apple
perseverance,OTHER,0.600000024,8035,10743,8982,"Today marks a victory for equality, perseverance and love.",8035,10743,8982,Apple
victory,OTHER,0.75,8035,10743,8982,"Today marks a victory for equality, perseverance and love.",8035,10743,8982,Apple
innovation,OTHER,0.204166671,7926,10112,8689,Congrats to 5000 Apple employees/families who attended today's Pride parade.Inclusion inspires innovation.#applepride http://t.co/4DncX8F6fO,4258,5083,4546,Apple
http://t.co/2Iudkgv8NW,LINK,0,9291,7024,8496,Apple - Live - Countdown to the Apple Special Event.  Wish I could say more.  I hope you can join us. http://t.co/2Iudkgv8NW,6461,4806,5881,Apple
amazing team,OTHER,0.275000006,7582,7882,7686,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,Apple
laugh,OTHER,0.49000001,8031,6607,7532,"Sharing a laugh with Jimmy, Dre, and @cue. Excited to welcome the #Beats team to #Apple. It's all about the music. http://t.co/ZwyWgHFwhO",6302,4474,5662,Apple
Congratulations,OTHER,0.196527778,6564,8781,7337,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,Apple
SJ,OTHER,0.122500003,6655,7838,7069,"Remembering SJ, ""You have to trust in something � your gut, destiny, life, karma, whatever.""",5029,4632,4890,Apple
talented team,OTHER,0.699999988,5184,10298,6972,A huge thank you to the talented team at Apple who make days like this possible. It's a privilege to work along side of you.,2592,5149,3486,Apple
Robin Williams,OTHER,-0.147175014,7025,6730,6921,Heartbroken by the news of Robin Williams' passing. He was an incomparable talent and a great human being. Rest in peace.,4462,4382,4434,Apple
extra rest,OTHER,0,6146,8148,6846,Got some extra rest for today's event. Slept in 'til 4:30.,6146,8148,6846,Apple
#Beats,HASHTAG,0.245000005,7375,5517,6724,"Sharing a laugh with Jimmy, Dre, and @cue. Excited to welcome the #Beats team to #Apple. It's all about the music. http://t.co/ZwyWgHFwhO",6302,4474,5662,Apple
hope,OTHER,0.49000001,6461,4806,5881,Apple - Live - Countdown to the Apple Special Event.  Wish I could say more.  I hope you can join us. http://t.co/2Iudkgv8NW,6461,4806,5881,Apple
Thrilled,OTHER,0.400000016,4727,7624,5739,Thrilled to see so many customers�all around the world�trying Apple Watch for the first time.You're going to love it! http://t.co/Mx3M0DO4Qf,1536,2765,1966,Apple
cue,OTHER,0,6302,4474,5662,"Sharing a laugh with Jimmy, Dre, and @cue. Excited to welcome the #Beats team to #Apple. It's all about the music. http://t.co/ZwyWgHFwhO",6302,4474,5662,Apple
http://t.co/ZwyWgHFwhO,LINK,0,6302,4474,5662,"Sharing a laugh with Jimmy, Dre, and @cue. Excited to welcome the #Beats team to #Apple. It's all about the music. http://t.co/ZwyWgHFwhO",6302,4474,5662,Apple
Excited,OTHER,0.400000006,6302,4474,5662,"Sharing a laugh with Jimmy, Dre, and @cue. Excited to welcome the #Beats team to #Apple. It's all about the music. http://t.co/ZwyWgHFwhO",6302,4474,5662,Apple
Heartbroken,OTHER,-0.672000051,5406,6015,5619,Heartbroken by the news of Robin Williams' passing. He was an incomparable talent and a great human being. Rest in peace.,4462,4382,4434,Apple
"""You have to trust in something � your gut destiny life karma whatever.""",OTHER,0.49000001,5029,4632,4890,"Remembering SJ, ""You have to trust in something � your gut, destiny, life, karma, whatever.""",5029,4632,4890,Apple
trust,OTHER,0.49000001,5029,4632,4890,"Remembering SJ, ""You have to trust in something � your gut, destiny, life, karma, whatever.""",5029,4632,4890,Apple
peace,OTHER,0.504700005,4825,4914,4856,Heartbroken by the news of Robin Williams' passing. He was an incomparable talent and a great human being. Rest in peace.,4462,4382,4434,Apple
#applepride,HASHTAG,0.400000016,3522,7229,4818,"Great to celebrate with over 8,000 Apple employees, friends and families. Happy Pride everyone! #applepride http://t.co/2A9YD9z95B",1368,2913,1908,Apple
Austin,OTHER,0.566523493,4483,5373,4793,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC",2923,3016,2955,Apple
best,OTHER,0.326666673,4140,5952,4772,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""",2158,2679,2340,Apple
fight,OTHER,-0.266666671,4080,5885,4710,"Honoring those who marched 50 years ago, and those who continue the fight for justice and equality today. #Selma50",1460,2341,1768,Apple
winners,OTHER,0.367959788,3750,6411,4679,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1935,Apple
#UnityRally,HASHTAG,0.676666707,4446,4922,4612,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,Apple
http://t.co/4DncX8F6fO,LINK,0,4258,5083,4546,Congrats to 5000 Apple employees/families who attended today's Pride parade.Inclusion inspires innovation.#applepride http://t.co/4DncX8F6fO,4258,5083,4546,Apple
attended today,OTHER,0.272500008,4258,5083,4546,Congrats to 5000 Apple employees/families who attended today's Pride parade.Inclusion inspires innovation.#applepride http://t.co/4DncX8F6fO,4258,5083,4546,Apple
talent,OTHER,0.531299949,4462,4382,4434,Heartbroken by the news of Robin Williams' passing. He was an incomparable talent and a great human being. Rest in peace.,4462,4382,4434,Apple
great human,OTHER,0.600000024,4462,4382,4434,Heartbroken by the news of Robin Williams' passing. He was an incomparable talent and a great human being. Rest in peace.,4462,4382,4434,Apple
incomparable talent,OTHER,0.265649974,4462,4382,4434,Heartbroken by the news of Robin Williams' passing. He was an incomparable talent and a great human being. Rest in peace.,4462,4382,4434,Apple
talented people,OTHER,0.699999988,3538,5844,4344,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2172,Apple
huge,OTHER,0.200000003,3440,5993,4332,A huge thank you to the talented team at Apple who make days like this possible. It's a privilege to work along side of you.,2592,5149,3486,Apple
honor,OTHER,0.531316638,3660,5484,4298,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,Apple
friends,OTHER,0.605000019,3591,5374,4214,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,Apple
freedom,OTHER,0.453333338,3606,5246,4179,Remembering and honoring the courageous men and women who sacrificed their lives in the fight for our country and our freedom.  #MemorialDay,1247,2194,1578,Apple
scholarship,OTHER,0.5,2943,5516,3842,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1935,Apple
talented,OTHER,0.5,2943,5516,3842,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1935,Apple
Martin Luther King,OTHER,0.265749991,3585,4116,3770,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4,2622,2972,2744,Apple
drdre,OTHER,0,3650,3971,3762,Took the ALS #IceBucketChallenge with @michaelfranti at Apple. Challenge Bob Iger and @drdre. http://t.co/yc53yLofoA http://t.co/Tei0DwiefU,3650,3971,3762,Apple
http://t.co/yc53yLofoA,LINK,0,3650,3971,3762,Took the ALS #IceBucketChallenge with @michaelfranti at Apple. Challenge Bob Iger and @drdre. http://t.co/yc53yLofoA http://t.co/Tei0DwiefU,3650,3971,3762,Apple
#IceBucketChallenge,HASHTAG,0,3650,3971,3762,Took the ALS #IceBucketChallenge with @michaelfranti at Apple. Challenge Bob Iger and @drdre. http://t.co/yc53yLofoA http://t.co/Tei0DwiefU,3650,3971,3762,Apple
michaelfranti,OTHER,0,3650,3971,3762,Took the ALS #IceBucketChallenge with @michaelfranti at Apple. Challenge Bob Iger and @drdre. http://t.co/yc53yLofoA http://t.co/Tei0DwiefU,3650,3971,3762,Apple
http://t.co/iIHRXEwpfA,LINK,0,2982,4627,3556,"This Earth Day, and every day, we're committed to leaving the world better than we found it. http://t.co/iIHRXEwpfA http://t.co/SIyZVAeznL",1874,2811,2201,Apple
#IBM,HASHTAG,0,3680,2896,3405,Today Apple and IBM announced a landmark enterprise partnership.  Thanks Ginni!  #Apple #IBM http://t.co/0Rq48p7t7i,3680,2896,3405,Apple
http://t.co/0Rq48p7t7i,LINK,0,3680,2896,3405,Today Apple and IBM announced a landmark enterprise partnership.  Thanks Ginni!  #Apple #IBM http://t.co/0Rq48p7t7i,3680,2896,3405,Apple
IBM,OTHER,0,3680,2896,3405,Today Apple and IBM announced a landmark enterprise partnership.  Thanks Ginni!  #Apple #IBM http://t.co/0Rq48p7t7i,3680,2896,3405,Apple
landmark enterprise partnership,OTHER,0,3680,2896,3405,Today Apple and IBM announced a landmark enterprise partnership.  Thanks Ginni!  #Apple #IBM http://t.co/0Rq48p7t7i,3680,2896,3405,Apple
small part,OTHER,-0.108347997,2244,4894,3170,Grateful to be a small part of the Apple community. #HappyThanksgiving,1122,2447,1585,Apple
#HappyThanksgiving,HASHTAG,0.5,2244,4894,3170,Grateful to be a small part of the Apple community. #HappyThanksgiving,1122,2447,1585,Apple
iPhone 6 Plus,OTHER,0,2749,3933,3163,Thanks to all the new iPhone 6 and iPhone 6 Plus owners around the world! Had a great visit to our Palo Alto stores. http://t.co/XAxKLEQvjg,2749,3933,3163,Apple
http://t.co/XAxKLEQvjg,LINK,0,2749,3933,3163,Thanks to all the new iPhone 6 and iPhone 6 Plus owners around the world! Had a great visit to our Palo Alto stores. http://t.co/XAxKLEQvjg,2749,3933,3163,Apple
great visit,OTHER,0.600000024,2749,3933,3163,Thanks to all the new iPhone 6 and iPhone 6 Plus owners around the world! Had a great visit to our Palo Alto stores. http://t.co/XAxKLEQvjg,2749,3933,3163,Apple
Palo Alto,OTHER,0.600000024,2749,3933,3163,Thanks to all the new iPhone 6 and iPhone 6 Plus owners around the world! Had a great visit to our Palo Alto stores. http://t.co/XAxKLEQvjg,2749,3933,3163,Apple
#HappyNewYear,HASHTAG,1,2072,5186,3160,#HappyNewYear Everyone!  Spending the day with my nephew watching football  and creating my list of resolutions for 2015.,1036,2593,1580,Apple
OneRepublic,OTHER,0,2426,4089,3007,Getting psyched backstage listening to I Lived by @OneRepublic.,2062,3226,2469,Apple
Europe,OTHER,0.100000002,2804,3326,2986,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,Apple
Mac Pro,OTHER,0,2923,3016,2955,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC",2923,3016,2955,Apple
http://t.co/5LcCOFIVgC,LINK,0,2923,3016,2955,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC",2923,3016,2955,Apple
American manufacturing expertise,OTHER,0.49000001,2923,3016,2955,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC",2923,3016,2955,Apple
expertise,OTHER,0.49000001,2923,3016,2955,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC",2923,3016,2955,Apple
#MLK,HASHTAG,0,2802,3047,2887,"Timeless words from #MLK,  �Our lives begin to end the day we become silent about things that matter.�",1839,1903,1861,Apple
Honoring,OTHER,0.485000014,2423,3485,2794,"Honoring those who marched 50 years ago, and those who continue the fight for justice and equality today. #Selma50",1460,2341,1768,Apple
racism,OTHER,-0.49000001,2362,3568,2784,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,Apple
eradicating racism,OTHER,-0.49000001,2362,3568,2784,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,Apple
eradicating,OTHER,-0.49000001,2362,3568,2784,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,Apple
victim,OTHER,-0.49000001,2362,3568,2784,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,Apple
http://t.co/5BVStOF1a4,LINK,0,2622,2972,2744,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4,2622,2972,2744,Apple
ago today,OTHER,0.265749991,2622,2972,2744,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4,2622,2972,2744,Apple
achieving,OTHER,0.531499982,2622,2972,2744,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4,2622,2972,2744,Apple
Celebrating,OTHER,0.574999988,2310,3364,2678,"AppleCheck it out! Celebrating the amazing, breathtaking photos of our customers shot on iPhone 6. http://t.co/J0HL5KEBLS",1494,1977,1663,Apple
courage,OTHER,0.75,2389,3189,2668,Today we honor the men and women who have sacrificed for our freedom.   We are deeply inspired by their courage and love of our country.,1298,1916,1514,Apple
Amazing view,OTHER,0.49000001,2185,3531,2656,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,Apple
#Yosemite,HASHTAG,0,2185,3531,2656,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,Apple
http://t.co/TP38dRIAz8,LINK,0,2185,3531,2656,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,Apple
Enjoying,OTHER,0.49000001,2185,3531,2656,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,Apple
beauty,OTHER,0.49000001,2185,3531,2656,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,Apple
14-Oct,OTHER,0,2830,2218,2615,Looking forward to this morning's event. Hope you can join us. Apple - Apple Events - Special Event October 2014 http://t.co/2Iudkgv8NW,2830,2218,2615,Apple
great time,OTHER,0.600000024,1716,4276,2612,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i,858,2138,1306,Apple
http://t.co/AoiDZH1j9a,LINK,0,2563,2348,2487,Remembering Robin Williams.  Rest in Peace.  http://t.co/AoiDZH1j9a,2563,2348,2487,Apple
Peace,OTHER,0.519400001,2563,2348,2487,Remembering Robin Williams.  Rest in Peace.  http://t.co/AoiDZH1j9a,2563,2348,2487,Apple
Tokyo,OTHER,0.375,2483,2361,2439,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! ???????????????.  http://t.co/yZMo7JlGGm,1835,1459,1703,Apple
#PresidentsDay,HASHTAG,0.245000005,2158,2679,2340,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""",2158,2679,2340,Apple
Abraham Lincoln,OTHER,0,2158,2679,2340,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""",2158,2679,2340,Apple
"""The best way to predict the future is to create it.""",OTHER,0.49000001,2158,2679,2340,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""",2158,2679,2340,Apple
progress,OTHER,0.622173965,1863,3187,2325,We're investing in renewable energy from Oregon to Sichuan. Read the latest on our progress at http://t.co/iIHRXEwpfA http://t.co/yNv6PfpGJN,1108,1816,1355,Apple
terror,OTHER,0.900000036,2223,2461,2306,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,Apple
attack,OTHER,-0.600000024,2223,2461,2306,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,Apple
France,OTHER,0.633333385,2223,2461,2306,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,Apple
http://t.co/qECVlXlYQZ,LINK,0,2501,1930,2301,"Welcome to the family---Jimmy, Dre, Luke, Ian and the entire beats team!http://t.co/qECVlXlYQZ",2501,1930,2301,Apple
http://t.co/SIyZVAeznL,LINK,0,1874,2811,2201,"This Earth Day, and every day, we're committed to leaving the world better than we found it. http://t.co/iIHRXEwpfA http://t.co/SIyZVAeznL",1874,2811,2201,Apple
ban,OTHER,-0.40744704,1979,2564,2183,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2183,Apple
dignity,OTHER,0.379999995,1979,2564,2183,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2183,Apple
#ENDA,HASHTAG,0,1979,2564,2183,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2183,Apple
human dignity,OTHER,0.379999995,1979,2564,2183,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2183,Apple
#LGBT,HASHTAG,-0.13581568,1979,2564,2183,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2183,Apple
WhiteHouse,OTHER,-0.13581568,1979,2564,2183,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2183,Apple
applaud,OTHER,0.49000001,1979,2564,2183,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2183,Apple
Zhang Fan,OTHER,0.699999988,1769,2922,2172,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2172,Apple
http://t.co/ALo5d3SiSZ,LINK,0,1769,2922,2172,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2172,Apple
early highlight,OTHER,0.349999994,1769,2922,2172,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2172,Apple
war gro�artig,OTHER,0,1545,3300,2159,Das war gro�artig! Ich liebe Deutschland! http://t.co/43pHDyg8iK,1545,3300,2159,Apple
http://t.co/43pHDyg8iK,LINK,0,1545,3300,2159,Das war gro�artig! Ich liebe Deutschland! http://t.co/43pHDyg8iK,1545,3300,2159,Apple
Madrid,OTHER,0,1956,2482,2140,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,Apple
Sol,OTHER,0,1956,2482,2140,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,Apple
http://t.co/QFr0GNV9FS,LINK,0,1956,2482,2140,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,Apple
101st store,OTHER,0.262499988,1956,2482,2140,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,Apple
Whole Foods,OTHER,0,1724,2854,2119,"Using Apple Pay at Whole Foods. Easy, Private, and Secure. http://t.co/Uzat5FNAHN",1724,2854,2119,Apple
http://t.co/Uzat5FNAHN,LINK,0,1724,2854,2119,"Using Apple Pay at Whole Foods. Easy, Private, and Secure. http://t.co/Uzat5FNAHN",1724,2854,2119,Apple
#justdoit,HASHTAG,0,2104,2096,2101,RT @Nike: They can predict everything but heart. #justdoit http://t.co/6YH45414YQ,2104,2096,2101,Apple
http://t.co/6YH45414YQ,LINK,0,2104,2096,2101,RT @Nike: They can predict everything but heart. #justdoit http://t.co/6YH45414YQ,2104,2096,2101,Apple
Nike,OTHER,0,2104,2096,2101,RT @Nike: They can predict everything but heart. #justdoit http://t.co/6YH45414YQ,2104,2096,2101,Apple
Happy Holidays,OTHER,0.600000009,1636,2736,2020,Happy Holidays from all of us at Apple!  Apple - From one gift come many http://t.co/7WY97Rb0ej,818,1368,1010,Apple
celebration,OTHER,0.801640034,1513,2913,2002,Thanks @Pharrell for an unforgettable Earth Day celebration! http://t.co/UT2zxbCBW9,952,1987,1314,Apple
http://t.co/Mx3M0DO4Qf,LINK,0,1536,2765,1966,Thrilled to see so many customers�all around the world�trying Apple Watch for the first time.You're going to love it! http://t.co/Mx3M0DO4Qf,1536,2765,1966,Apple
many customers,OTHER,0.32516101,1536,2765,1966,Thrilled to see so many customers�all around the world�trying Apple Watch for the first time.You're going to love it! http://t.co/Mx3M0DO4Qf,1536,2765,1966,Apple
http://t.co/EfPpaBXX3O,LINK,0,1677,2500,1965,"Very excited about iPad Air 2, the thinnest tablet in the world. We think our customers will love it. #iPadAir2 http://t.co/EfPpaBXX3O",1677,2500,1965,Apple
Very excited,OTHER,0.699999988,1677,2500,1965,"Very excited about iPad Air 2, the thinnest tablet in the world. We think our customers will love it. #iPadAir2 http://t.co/EfPpaBXX3O",1677,2500,1965,Apple
#iPadAir2,HASHTAG,0,1677,2500,1965,"Very excited about iPad Air 2, the thinnest tablet in the world. We think our customers will love it. #iPadAir2 http://t.co/EfPpaBXX3O",1677,2500,1965,Apple
#WWDC,HASHTAG,0,1631,2502,1935,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1935,Apple
student scholarship program,OTHER,0.5,1631,2502,1935,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1935,Apple
talented developers,OTHER,0.5,1631,2502,1935,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1935,Apple
