keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company,date
http://t.co/soqbtQzCae,LINK,0,370,528,425,First #IBMandTwitter cloud data services announced: http://t.co/tbomixijA7 http://t.co/soqbtQzCae,370,528,425,IBM,7/10/2014
@WSI_Weather,USERNAME,0.009592014,440,405,425,IBM &amp; @WSI_Weather partner to deliver real-time weather insight to businesses #WeatherMeansBiz http://t.co/iOII9y3KKf http://t.co/4CI3uoATDP,196,288,228,IBM,6/5/2015
@ibm,USERNAME,1.74E-04,504,293,424,"RT @coastw: IBMers can choose between Macs or PCs... plans to deploy 50,000 Apple MacBooks this year http://t.co/QeeAfvB34e @ibm",180,94,149,IBM,15/08/2014
#IBMSecurity,HASHTAG,-3.42E-05,563,170,422,RT @IBMSecurity: BREAKING: @IBM Announces the Acquisition of CrossIdeas - http://t.co/akhp617FAH #IBM #IBMSecurity http://t.co/9e04VobBaz,165,24,115,IBM,7/6/2015
@forbes,USERNAME,4.96E-06,541,210,421,IBM cloud services is now a $7.7 billion business growing at 75% http://t.co/zmNH6L3puv via @forbes http://t.co/mP4wT8nrvT,137,50,106,IBM,15/05/2015
ago today,OTHER,0,529,221,420,"50 years ago today, the IBM System/360 mainframe was introduced: http://t.co/gQxCbLZHwx  #Mainframe50 http://t.co/tppkkFwPCb",439,165,343,IBM,27/10/2014
good business,OTHER,0.087706349,478,304,412,A nice Friday reminder - good design is good business http://t.co/N565OMGoEm http://t.co/11UzFlHKXa,87,69,80,IBM,30/12/2014
insight,OTHER,0.067685771,421,408,412,IBM &amp; @WSI_Weather partner to deliver real-time weather insight to businesses #WeatherMeansBiz http://t.co/iOII9y3KKf http://t.co/4CI3uoATDP,196,288,228,IBM,27/08/2014
intelligence,OTHER,0.055967008,508,251,412,Extracting intelligence from 300 billion tweets is like looking for a needle in a haystack http://t.co/lJX6x7VMlX http://t.co/6lzSD362aO,77,39,63,IBM,6/2/2014
personalized brand experiences,OTHER,0,491,213,393,IBM and @facebook team up to deliver personalized brand experiences: http://t.co/2KcPyZL4ss  #IBMandFacebook http://t.co/Ig80CY4Jij,382,152,301,IBM,31/03/2015
http://t.co/2KcPyZL4ss,LINK,0,491,213,393,IBM and @facebook team up to deliver personalized brand experiences: http://t.co/2KcPyZL4ss  #IBMandFacebook http://t.co/Ig80CY4Jij,382,152,301,IBM,16/07/2014
@facebook,USERNAME,0,491,213,393,IBM and @facebook team up to deliver personalized brand experiences: http://t.co/2KcPyZL4ss  #IBMandFacebook http://t.co/Ig80CY4Jij,382,152,301,IBM,17/12/2014
business apps,OTHER,0.115486801,538,127,392,News: Apple and IBM launch first wave of business apps http://t.co/zLGw7UxbdI http://t.co/kc3tKqq3VV,418,98,305,IBM,27/10/2014
#IBMDesign,HASHTAG,-2.73E-06,449,301,392,8-bit IBM rebus logo made out of sticky notes--see it come together in 60 seconds: http://t.co/bsOK50j3RI  #IBMDesign http://t.co/Ph6wSrWzwU,66,58,63,IBM,20/05/2015
#THINKForum,HASHTAG,-0.018156716,513,167,387,Ginni Rometty inspiring innovation and transformation at IBM's #THINKForum http://t.co/mJ5LO5ILkC,94,34,73,IBM,15/01/2015
#IBMz,HASHTAG,6.11E-04,479,204,380,"Here's a closer look at the #z13 system, launched this week. #IBMz http://t.co/XF0sHHbCWK",118,53,95,IBM,4/5/2015
Available today,OTHER,0.603375018,498,160,378,Available today: first 10 apps from Apple and IBM. More: http://t.co/40ixKLb4gu http://t.co/Za6HT1GC4R,249,80,189,IBM,15/05/2015
http://t.co/gQxCbLZHwx,LINK,0,483,178,376,"50 years ago today, the IBM System/360 mainframe was introduced: http://t.co/gQxCbLZHwx  #Mainframe50 http://t.co/tppkkFwPCb",439,165,343,IBM,15/12/2014
patients,OTHER,0.056119417,479,193,375,RT @IBMWatson: How #IBMWatsonHealth is empowering patients and transforming healthcare: http://t.co/49caRCHZW1 http://t.co/2zrITySpez,132,59,106,IBM,10/12/2014
#IBM2013AR,HASHTAG,0.060954415,501,144,373,Just released: CEO Ginni Rometty shares #IBM's bold agenda in letter to investors: http://t.co/qwY9csjwP0  #IBM2013AR http://t.co/hpEqmUR8mS,169,45,125,IBM,2/12/2014
landmark collaboration,OTHER,0.49000001,347,408,368,Here's more on our landmark collaboration with @Twitter: http://t.co/JjiLIMKtsm  #IBMandTwitter http://t.co/ckk88JxZEc,347,408,368,IBM,7/4/2014
http://t.co/JjiLIMKtsm,LINK,0,347,408,368,Here's more on our landmark collaboration with @Twitter: http://t.co/JjiLIMKtsm  #IBMandTwitter http://t.co/ckk88JxZEc,347,408,368,IBM,10/12/2014
http://t.co/ckk88JxZEc,LINK,0,347,408,368,Here's more on our landmark collaboration with @Twitter: http://t.co/JjiLIMKtsm  #IBMandTwitter http://t.co/ckk88JxZEc,347,408,368,IBM,23/01/2015
@bonappetit,USERNAME,4.86E-07,462,189,361,"RT @bonappetit: Remember Watson, the computer that won Jeopardy? Now he's on our side, developing recipes with our test kitchen! http://t.c�",64,37,54,IBM,16/07/2014
@IBMSocialBiz,USERNAME,5.62E-09,477,167,358,RT @IBMSocialBiz: Introducing IBM Verse. Providing a #NewWayToWork. https://t.co/O7FUgPxsB1,58,17,43,IBM,10/11/2014
@ibmcloud,USERNAME,6.92E-05,490,142,357,RT @ibmcloud: We're ending 2014 the same way we started it: Global #cloud footprint expansion http://t.co/uj979oo48h http://t.co/252fyudwju,113,25,82,IBM,15/04/2015
@ZDNet,USERNAME,9.87E-04,449,193,356,The public beta for Watson Analytics is now open http://t.co/3KlyIOpdOp via @ZDNet http://t.co/EAJeREfnni,92,32,71,IBM,19/05/2015
now available,OTHER,0.048173781,419,245,352,Ability to merge predictive analytics w/ Twitter data now available in #WatsonAnalytics http://t.co/tbomixijA7 http://t.co/zvOW0E7Xg6,122,63,101,IBM,12/8/2013
@IBMAnalytics,USERNAME,0,463,157,352,RT @IBMAnalytics: #IBMandTwitter deliver the first cloud data services with Twitter built-in http://t.co/lwKQjIohxD http://t.co/uMzEqnThuf,193,62,147,IBM,17/03/2015
#PowerWomen,HASHTAG,0.161000003,432,197,348,IBM CEO Ginni Rometty named to @Forbes' list of most powerful women in the world: http://t.co/cnqgaMk85D  #PowerWomen http://t.co/rpSADxZTJY,243,91,189,IBM,7/4/2014
@verge,USERNAME,0,387,276,346,Remember these? The story one of the most beloved keyboards of all time�http://t.co/JBh2BFEnq0�via @verge http://t.co/QddZthBd9n,344,245,309,IBM,8/4/2015
#USOpen,HASHTAG,0.002426108,437,189,344,"Fans streamed 2.9 million hours of #USOpen footage in 2013. That's tennis, made with #IBMCloud http://t.co/42vxeWsI0G http://t.co/n6qWKXLew6",83,14,58,IBM,27/10/2014
innovations,OTHER,0.045706388,465,134,343,"IBM tops US #patent list for 21st consecutive year w/ record-setting 6,809 innovations in 2013 http://t.co/YPcTZM6iGo http://t.co/vuf7WFNVWW",104,22,75,IBM,15/08/2014
http://t.co/tppkkFwPCb,LINK,0,439,165,343,"50 years ago today, the IBM System/360 mainframe was introduced: http://t.co/gQxCbLZHwx  #Mainframe50 http://t.co/tppkkFwPCb",439,165,343,IBM,2/3/2015
#TheMasters,HASHTAG,0.005991938,451,167,343,"Download the official app of #TheMasters, powered by IBM. iOS: http://t.co/jlduJlpJtY Android: http://t.co/mUMFr07v5Q http://t.co/rJPVxFaw7B",97,26,72,IBM,12/8/2013
#SXSW,HASHTAG,7.25E-05,445,188,339,"RT @ibmdesign: ""This pretty much sums up my point of view on design."" @stateny at #ibmdesign #SXSW2015 #SXSW http://t.co/JvzzP4Osx2",52,37,46,IBM,18/05/2015
@iceculinary,USERNAME,2.79E-06,429,204,339,"Sneak peek of the cookbook developed by @IBMWatson and @iceculinary, now available for purchase: https://t.co/Djz5T7Sjs0 #FoodScience",76,47,65,IBM,24/06/2015
@ibmwatson,USERNAME,1.72E-13,431,189,338,RT @ibmwatson: How #IBMWatson Could Change Your Business: interview w/ Watson SVP @MikeRhodin. http://t.co/6sfuq5L3v5 http://t.co/MnGCM1rVvo,87,12,60,IBM,14/11/2014
#IBMVerse,HASHTAG,6.35E-04,436,167,338,Our worst email habits in pictures. http://t.co/pqbE5s2MgK Time for a change.  #IBMVerse #newwaytowork http://t.co/5YdAZRPewm,123,40,93,IBM,31/03/2015
tennis data,OTHER,-4.00E-04,449,142,337,Enjoy a new track we created w/ James Murphy &amp; tennis data on the @IBMcloud https://t.co/bg8SYulLu1 #IBMSessions,96,12,66,IBM,10/12/2014
@IBMDesign,USERNAME,1.51E-07,384,246,331,"""Design is the silent ambassador of your brand."" -Paul Rand cc @IBMDesign http://t.co/m6mOcX7riw",98,73,89,IBM,28/05/2014
honor,OTHER,0.049023708,408,194,329,Meet the 10 employees who just achieved IBM's highest technical honor: https://t.co/PGwBqUvMIH #IBMFellows http://t.co/UNu3NzBjqG,60,43,54,IBM,1/3/2015
Japan,OTHER,0.017013889,406,190,328,"Apple, IBM working with Japan Post to transform elder care in Japan: http://t.co/060jl4M4th #AppleAndIBM http://t.co/1RMZUSQm9O",197,76,154,IBM,19/09/2014
business needs,OTHER,0,388,224,328,"""What every business needs is more people who think."" -Thomas J. Watson, Sr. http://t.co/lOysNk4L6h #IBMThink http://t.co/mOdmVww62s",126,84,111,IBM,13/03/2014
@HarvardBiz,USERNAME,0.005444445,423,147,322,"""IBM is leading the integration of AI in industry"" - @HarvardBiz http://t.co/bn2maMY9ha  #IBMWatson http://t.co/Vs88m8smJM",91,30,69,IBM,29/12/2014
http://t.co/4s9PJiKXK6,LINK,0,452,62,315,RT @ibmdesign: RT if you know what this is... #ibmdesign http://t.co/4s9PJiKXK6,452,62,315,IBM,16/09/2014
#cancer,HASHTAG,-0.009659804,437,105,314,RT @MayoClinic: Mayo Clinic and @IBM will explore using #IBMWatson to match patients with clinical trials for #cancer research. http://t.co�,55,21,43,IBM,19/04/2015
http://t.co/GWjuDB4D6U,LINK,0,390,173,313,Together IBM and Apple are creating a new class of more than 100 enterprise mobile apps: http://t.co/GWjuDB4D6U http://t.co/MyBQnC0BBJ,301,130,241,IBM,26/08/2014
@MuseumofCityNY,USERNAME,0,318,305,312,"Proud to be a sponsor of ""Everything is Design"" exhibit at the @MuseumofCityNY, including #PaulRand's IBM logo work https://t.co/ZjmBZ6tSDK",122,124,122,IBM,14/11/2014
#IBMWildDucks,HASHTAG,0.0362035,380,196,312,"Meet Dino, the cloud-connected future of toys powered by @IBMWatson. http://t.co/gXzPprnBsQ #IBMWildDucks http://t.co/Wxp1x9ERKd",136,60,109,IBM,15/07/2014
http://t.co/JBh2BFEnq0,LINK,0,344,245,309,Remember these? The story one of the most beloved keyboards of all time�http://t.co/JBh2BFEnq0�via @verge http://t.co/QddZthBd9n,344,245,309,IBM,10/12/2014
beloved keyboards,OTHER,0.788900018,344,245,309,Remember these? The story one of the most beloved keyboards of all time�http://t.co/JBh2BFEnq0�via @verge http://t.co/QddZthBd9n,344,245,309,IBM,8/10/2014
http://t.co/QddZthBd9n,LINK,0,344,245,309,Remember these? The story one of the most beloved keyboards of all time�http://t.co/JBh2BFEnq0�via @verge http://t.co/QddZthBd9n,344,245,309,IBM,31/07/2014
beloved,OTHER,0.946680129,344,245,309,Remember these? The story one of the most beloved keyboards of all time�http://t.co/JBh2BFEnq0�via @verge http://t.co/QddZthBd9n,344,245,309,IBM,12/5/2014
http://t.co/h4gQAiGShL,LINK,0,365,198,306,Ginni Rometty tops @businessinsider's 2015 list of most powerful women engineers http://t.co/h4gQAiGShL http://t.co/sj4Yq1Nxtb,143,72,118,IBM,2/3/2015
powerful women engineers,OTHER,0.644000014,365,198,306,Ginni Rometty tops @businessinsider's 2015 list of most powerful women engineers http://t.co/h4gQAiGShL http://t.co/sj4Yq1Nxtb,143,72,118,IBM,10/12/2014
@WIRED,USERNAME,0.009158679,391,154,305,IBM and @Facebook to provide brands w/ tailored marketing capabilities http://t.co/8FxeQscOHG @WIRED #IBMandFacebook http://t.co/SFdmsURoGV,133,68,110,IBM,19/05/2015
first wave,OTHER,0.317588702,419,98,305,News: Apple and IBM launch first wave of business apps http://t.co/zLGw7UxbdI http://t.co/kc3tKqq3VV,418,98,305,IBM,9/3/2014
http://t.co/kc3tKqq3VV,LINK,0,418,98,305,News: Apple and IBM launch first wave of business apps http://t.co/zLGw7UxbdI http://t.co/kc3tKqq3VV,418,98,305,IBM,4/3/2014
http://t.co/zLGw7UxbdI,LINK,0,418,98,305,News: Apple and IBM launch first wave of business apps http://t.co/zLGw7UxbdI http://t.co/kc3tKqq3VV,418,98,305,IBM,12/5/2015
new class,OTHER,0.450581352,380,161,302,Together IBM and Apple are creating a new class of more than 100 enterprise mobile apps: http://t.co/GWjuDB4D6U http://t.co/MyBQnC0BBJ,301,130,241,IBM,13/04/2015
#AI,HASHTAG,-3.01E-05,370,189,302,Watson has been an early probe into the relationship b/w humans &amp; intelligent machines http://t.co/aW3o9mfDAm #AI http://t.co/0hZZEYYYqn,68,40,58,IBM,27/10/2014
#IBMhistory,HASHTAG,0,426,71,301,"On this day in 1981, the IBM Personal Computer was introduced http://t.co/zfD0jVnaob  #IBMhistory http://t.co/D8ML54nMS2",426,71,301,IBM,16/12/2014
http://t.co/D8ML54nMS2,LINK,0,426,71,301,"On this day in 1981, the IBM Personal Computer was introduced http://t.co/zfD0jVnaob  #IBMhistory http://t.co/D8ML54nMS2",426,71,301,IBM,3/1/2014
http://t.co/Ig80CY4Jij,LINK,0,382,152,301,IBM and @facebook team up to deliver personalized brand experiences: http://t.co/2KcPyZL4ss  #IBMandFacebook http://t.co/Ig80CY4Jij,382,152,301,IBM,2/6/2015
http://t.co/zfD0jVnaob,LINK,0,426,71,301,"On this day in 1981, the IBM Personal Computer was introduced http://t.co/zfD0jVnaob  #IBMhistory http://t.co/D8ML54nMS2",426,71,301,IBM,30/10/2014
#Didyouknow,HASHTAG,2.78E-05,381,153,298,#Didyouknow @IBMWatson can analyze your personality? Personality Insights now on @IBMBluemix http://t.co/oNVUKtPsmp http://t.co/TjQ37jnZkG,116,44,90,IBM,17/04/2015
#Africa,HASHTAG,0.031383301,412,109,298,Watson goes to #Africa to help solve the continent's grand challenges http://t.co/YQy7mRBUEG  #IBMWatson http://t.co/dcqL8MVpFr,115,30,85,IBM,4/5/2015
@nytimesbits,USERNAME,0,372,173,297,"RT @IBMAnalytics: IBM Offers a Data Tool for the Mainstream, With Watson's Help http://t.co/07ZvEEUCLS via @nytimesbits  #WatsonAnalytics",72,27,56,IBM,15/06/2015
http://t.co/7KCK2FQcnk,LINK,0,187,484,290,"More than 1,000 companies join @IBMSecurity to help expose cybercrime http://t.co/0yXxdBSQXG http://t.co/7KCK2FQcnk",187,484,290,IBM,31/03/2015
http://t.co/0yXxdBSQXG,LINK,0,187,484,290,"More than 1,000 companies join @IBMSecurity to help expose cybercrime http://t.co/0yXxdBSQXG http://t.co/7KCK2FQcnk",187,484,290,IBM,20/05/2015
@TheAtlantic,USERNAME,7.14E-06,367,160,290,IBM Watson is heading to law school http://t.co/dWSmY1eLo6 @TheAtlantic #CognitiveComputing http://t.co/wg5qa4RtF8,75,32,59,IBM,15/12/2014
@LisaSeacat,USERNAME,6.99E-05,349,191,287,"RT @SmarterPlanet: Meet #IBM master inventor @LisaSeacat, she has 115 patents to her name. http://t.co/EH2BmaqTNM #WomenInTech http://t.co/�",73,30,57,IBM,18/07/2014
#ibm,HASHTAG,0.003289585,385,126,287,"RT @coastw: Ginni opens IBM Design Studio in Austin. ""A world transformed by data needs design thinking"" #ibmdesign #ibm http://t.co/DtuBMa�",85,37,68,IBM,16/12/2014
Amazon.com,OTHER,-1.49E-05,371,142,286,RT @VentureBeat: Never mind Amazon. IBM's great blue hope is the cloud http://t.co/OrarzHcNkd by @jordannovet http://t.co/TpJT5LaLfz,55,34,47,IBM,6/5/2015
hard drive,OTHER,-0.331298381,362,140,284,"The first hard drive, released by #IBM in 1956, is @Wired's Tech Time Warp of the Week: http://t.co/tJiH356ife http://t.co/rSVyANDRGb",181,70,142,IBM,26/06/2015
cognitive computing,OTHER,0.002538002,366,148,284,�The idea of cognitive computing is going to change the relationship b/w humans &amp; machines.� @IBMWatson's Mike Rhodin http://t.co/rhNrkAsiiS,68,32,55,IBM,17/03/2015
@levie,USERNAME,0.237421811,232,377,282,RT @levie: Extremely pumped to be partnering with the company that literally invented business computing. https://t.co/7IHNsVtEu6,179,300,221,IBM,12/5/2014
http://t.co/Wt5NxyC10x,LINK,0,185,456,279,See how #IBMandTwitter can help your business make smarter decisions: http://t.co/Wt5NxyC10x #NewWayToWork http://t.co/LTlJy5LoKI,185,456,279,IBM,14/10/2014
http://t.co/LTlJy5LoKI,LINK,0,185,456,279,See how #IBMandTwitter can help your business make smarter decisions: http://t.co/Wt5NxyC10x #NewWayToWork http://t.co/LTlJy5LoKI,185,456,279,IBM,19/01/2015
Things unit,OTHER,0.528900027,353,140,278,IBM announces $3 billion investment for new Internet of Things unit http://t.co/iOII9y3KKf https://t.co/cU6fb8Fqgn #IoT,353,140,278,IBM,30/12/2013
https://t.co/cU6fb8Fqgn,LINK,0,353,140,278,IBM announces $3 billion investment for new Internet of Things unit http://t.co/iOII9y3KKf https://t.co/cU6fb8Fqgn #IoT,353,140,278,IBM,31/03/2015
new Internet,OTHER,0.528900027,353,140,278,IBM announces $3 billion investment for new Internet of Things unit http://t.co/iOII9y3KKf https://t.co/cU6fb8Fqgn #IoT,353,140,278,IBM,23/05/2014
#MadeWithAtoms,HASHTAG,1.29E-07,375,108,276,"Today @IBMResearch presents 'The World's Smallest Movie,' �A Boy &amp; His Atom� http://t.co/72TMfJeExa #MadeWithAtoms",125,31,92,IBM,19/01/2015
Brazil,OTHER,0.081666668,303,229,273,Happy #StarWarsDay from our @IBMResearch lab in Brazil: http://t.co/3m3oJS6d3t,169,134,156,IBM,7/3/2015
@engadget,USERNAME,1.32E-04,327,187,273,Inside the historic Deep Blue chess match http://t.co/dpWUtTxUms via @engadget @FiveThirtyEight http://t.co/pKLAT4twdU,85,57,75,IBM,27/05/2015
invented,OTHER,0.275264288,241,332,272,RT @levie: Extremely pumped to be partnering with the company that literally invented business computing. https://t.co/7IHNsVtEu6,179,300,221,IBM,12/3/2015
London,OTHER,0,314,195,270,What do you think of the new IBM studio in London? #IBMdesign http://t.co/32uU8gVv95,63,72,66,IBM,10/4/2014
http://t.co/cwKoRkNOEV,LINK,0,347,125,269,Released: CEO Ginni Rometty's letter to investors on IBM's year of transformation http://t.co/cwKoRkNOEV  #IBM2014AR http://t.co/Nt4HMELXan,234,86,182,IBM,3/6/2015
@techcrunch,USERNAME,8.53E-05,354,122,269,RT @techcrunch: Apple And IBM Launching First Apps From Their Partnership Today http://t.co/O7BLRgyEQo by @drizzled,85,12,59,IBM,9/4/2015
@Gizmodo,USERNAME,0.050312499,307,200,267,RT @Gizmodo: IBM's new brain-like chip squeezes one million neurons onto a stamp http://t.co/d6eLYNchSW http://t.co/XEiHuVNKnB,160,94,136,IBM,10/12/2014
IBM Watson,OTHER,0.001816643,343,143,266,IBM Watson is heading to law school http://t.co/dWSmY1eLo6 @TheAtlantic #CognitiveComputing http://t.co/wg5qa4RtF8,75,32,59,IBM,26/02/2015
#WorldCancerDay,HASHTAG,-0.307638889,346,122,264,RT @IBMWatson: See how #IBMWatson is helping in the fight against cancer. http://t.co/wPZXZ3zy6n #WorldCancerDay via @SmarterPlanet http://�,97,31,73,IBM,10/4/2015
real-time weather insight,OTHER,0.53125,236,319,264,IBM &amp; @WSI_Weather partner to deliver real-time weather insight to businesses #WeatherMeansBiz http://t.co/iOII9y3KKf http://t.co/4CI3uoATDP,196,288,228,IBM,15/12/2014
Watson,OTHER,0.0025,335,124,259,Watson goes to #Africa to help solve the continent's grand challenges http://t.co/YQy7mRBUEG  #IBMWatson http://t.co/dcqL8MVpFr,115,30,85,IBM,16/01/2014
#WomenInTech,HASHTAG,0.013883539,341,120,258,"RT @SmarterPlanet: Meet #IBM master inventor @LisaSeacat, she has 115 patents to her name. http://t.co/EH2BmaqTNM #WomenInTech http://t.co/�",73,30,57,IBM,10/5/2015
"""What every business needs is more people who think.""",OTHER,0,299,184,257,"""What every business needs is more people who think."" -Thomas J. Watson, Sr. http://t.co/lOysNk4L6h #IBMThink http://t.co/mOdmVww62s",126,84,111,IBM,9/4/2014
Powerful,OTHER,0.109339528,331,122,255,IBM CEO Ginni Rometty tops @FortuneMagazine's Most Powerful Women list: http://t.co/pcbXqXZPXK http://t.co/mGsLLbBgl3,130,50,102,IBM,31/03/2015
powerful women,OTHER,0.644000014,338,107,255,IBM CEO Ginni Rometty named to @Forbes' list of most powerful women in the world: http://t.co/cnqgaMk85D  #PowerWomen http://t.co/rpSADxZTJY,243,91,189,IBM,2/6/2015
#IBMInsight,HASHTAG,-0.002137153,326,128,254,New @IBMwatson apps announced at #IBMInsight: 1. Watson for Oncology 2. Chef Watson 3. Watson for Wealth Management,114,38,87,IBM,9/3/2015
#Ebola,HASHTAG,0.093541668,317,145,254,RT @BBCNewsUS: IBM joins fight against #Ebola - will put its data crunching to use in Sierra Leone http://t.co/vt8Ws6cCvc http://t.co/UKOty�,203,94,164,IBM,5/12/2013
#GameChangersIBM,HASHTAG,0,299,180,252,Golf fans: 5 things to know about @ChambersBayGolf: https://t.co/aTaeKjo1Jz #USOpen #GameChangersIBM http://t.co/Q2O7SHHJRk,57,25,45,IBM,5/3/2015
cloud services,OTHER,0.050000001,327,120,252,IBM cloud services is now a $7.7 billion business growing at 75% http://t.co/zmNH6L3puv via @forbes http://t.co/mP4wT8nrvT,137,50,106,IBM,31/03/2015
enterprise apps,OTHER,0.013300001,314,148,252,Welcome to the new Mobile Enterprise. IBM and Apple team on enterprise apps built from the ground up: http://t.co/GWjuDB4D6U,89,43,72,IBM,16/02/2015
@Forrester,USERNAME,0.361634498,293,179,251,RT @IBMcloud: A @Forrester survey finds #IBMCloud the most popular multi-vendor hosted private cloud. http://t.co/2LbYYvrNnv http://t.co/CR�,164,137,154,IBM,17/03/2015
golden age,OTHER,0.166666669,300,160,250,The golden age of quantum computing research is upon us. http://t.co/8nlhk0eGV4 via @FastCompany #IBMResearch http://t.co/yE7q3HyCuE,102,52,84,IBM,22/10/2014
IBM &amp,OTHER,0.082142855,310,145,250,"""The partnership between IBM &amp; Apple is...the most significant technology news of 2014."" http://t.co/DFytiisxHj http://t.co/744AfSz9eq",131,78,112,IBM,1/6/2015
http://t.co/qwY9csjwP0,LINK,0,332,99,249,Just released: CEO Ginni Rometty shares #IBM's bold agenda in letter to investors: http://t.co/qwY9csjwP0  #IBM2013AR http://t.co/hpEqmUR8mS,169,45,125,IBM,7/10/2014
#SoftwareDefined,HASHTAG,0.125,212,315,247,"IBM unveils IBM Spectrum Storage, redefining storage economics http://t.co/JPLvBx8mwi #SoftwareDefined http://t.co/egQW3BDrRG",140,282,189,IBM,15/12/2014
breakthrough,OTHER,-0.005960341,294,166,244,This medical breakthrough began with leftover #Thanksgiving turkey: http://t.co/vn6K0qgrTF http://t.co/USApJ8iUWM,39,26,34,IBM,27/04/2015
100th birthday,OTHER,0.534074664,283,170,242,"Happy 100th birthday to Paul Rand, renowned designer &amp; IBM logo creator: http://t.co/h86uAnrMQD http://t.co/FwGXdotjr0",238,151,207,IBM,24/06/2015
http://t.co/MyBQnC0BBJ,LINK,0,301,130,241,Together IBM and Apple are creating a new class of more than 100 enterprise mobile apps: http://t.co/GWjuDB4D6U http://t.co/MyBQnC0BBJ,301,130,241,IBM,26/06/2015
Medical community,OTHER,0.043770833,294,140,238,Medical community &amp; IBM teaching Watson to help doctors treat cancer http://t.co/ZqbQq0PTwp�@NewsHour http://t.co/3Pk4LF7wT7,82,32,64,IBM,15/08/2014
awarded,OTHER,0.204166671,301,124,237,IBM has been awarded an average of 21 patents per day so far in 2015 http://t.co/zYVewOK6xi via @qz http://t.co/UwkLaS7GSj,158,63,124,IBM,19/09/2014
http://t.co/75hWBAm0bP,LINK,0,300,119,236,IBM CEO Ginni Rometty &amp; Apple CEO Tim Cook unveil mobile enterprise partnership http://t.co/75hWBAm0bP http://t.co/6Nm9EbL5lP,300,119,236,IBM,27/04/2015
http://t.co/6Nm9EbL5lP,LINK,0,300,119,236,IBM CEO Ginni Rometty &amp; Apple CEO Tim Cook unveil mobile enterprise partnership http://t.co/75hWBAm0bP http://t.co/6Nm9EbL5lP,300,119,236,IBM,26/09/2014
mobile enterprise partnership,OTHER,0,300,119,236,IBM CEO Ginni Rometty &amp; Apple CEO Tim Cook unveil mobile enterprise partnership http://t.co/75hWBAm0bP http://t.co/6Nm9EbL5lP,300,119,236,IBM,23/01/2014
@SAP,USERNAME,0,308,104,234,Today IBM &amp; @SAP announced a cloud partnership that will accelerate enterprise cloud adoption http://t.co/eCLARoiVSb http://t.co/dbiA4oNRRy,161,54,123,IBM,31/07/2014
#CIO,HASHTAG,0.003489583,313,99,234,"Just released: IBM #CIO Study, with insights from more than 1,600 CIOs in 70 countries http://t.co/zTkbvZ2PMa http://t.co/BWxExNlOce",147,41,109,IBM,2/12/2014
@TedTalks,USERNAME,0,288,139,233,You can now explore @TedTalks w/ the help of @IBMWatson http://t.co/gFj8i9HSIb via @businessinsider http://t.co/uQ21F7eA2s,89,55,77,IBM,18/09/2014
secure,OTHER,0.075124008,299,115,232,Cybercrimes are fast &amp; frequent. Here are 7 tips to stay secure &amp; safe. http://t.co/v2Y4Gl9H4X #IBMSecutiry http://t.co/USyREOchAL,86,29,66,IBM,27/05/2015
#newwaytowork,HASHTAG,0.040833335,301,107,231,Our worst email habits in pictures. http://t.co/pqbE5s2MgK Time for a change.  #IBMVerse #newwaytowork http://t.co/5YdAZRPewm,123,40,93,IBM,24/06/2015
Africa,OTHER,5.27E-06,314,106,231,IBM launches humanitarian initiatives to help contain Ebola outbreak in Africa http://t.co/Xq9xpcIhaC,45,25,38,IBM,14/10/2014
@Wired,USERNAME,8.51E-05,292,125,231,"The first hard drive, released by #IBM in 1956, is @Wired's Tech Time Warp of the Week: http://t.co/tJiH356ife http://t.co/rSVyANDRGb",181,70,142,IBM,23/05/2014
@smarterplanet,USERNAME,-3.64E-16,303,121,229,The end of Moore's Law &amp; the search for the next switch http://t.co/1izMFRAoqc via @smarterplanet http://t.co/W84nletqBY,39,26,34,IBM,18/06/2014
"""THINK""",OTHER,0,268,163,229,"100 yrs ago, the famous ""THINK"" signs, based on the slogan by Thomas J. Watson, Sr., were used at IBM the first time. http://t.co/ADmkhuYIJV",158,89,133,IBM,26/02/2014
http://t.co/4CI3uoATDP,LINK,0,196,288,228,IBM &amp; @WSI_Weather partner to deliver real-time weather insight to businesses #WeatherMeansBiz http://t.co/iOII9y3KKf http://t.co/4CI3uoATDP,196,288,228,IBM,25/02/2015
#IBM5in5,HASHTAG,0.024500543,315,78,227,"In 5 years, the classroom will learn you: http://t.co/nTypwAZiOU [VIDEO] #IBM5in5 http://t.co/SwQ2iuFAiv",75,21,56,IBM,15/04/2015
Enjoy,OTHER,0.062430171,319,67,227,Enjoy a new track we created w/ James Murphy &amp; tennis data on the @IBMcloud https://t.co/bg8SYulLu1 #IBMSessions,96,12,66,IBM,6/2/2014
beautiful,OTHER,0.131168531,269,157,225,IBM Research Center makes list of most beautiful science labs in the world. http://t.co/0orY0hpriE Thx @Gizmodo! http://t.co/yOWaaBp6ho,78,51,68,IBM,14/01/2014
https://t.co/HqqP5g8Tyz,LINK,0,213,242,223,RT @BoxHQ: We're teaming up with @IBM to transform work in the cloud: https://t.co/HqqP5g8Tyz http://t.co/tL8RUFakUw,213,242,223,IBM,11/3/2015
