keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop
#conflictfree,HASHTAG,-0.020012108,1903,2397,2059,"New #Chromebook, Chromebox &amp; Chromebase systems among first with #conflictfree microprocessors http://t.co/1RZsv02SBy http://t.co/HnUHJG0PVE",225,269,240
#eSports,HASHTAG,0.103430331,626,1538,945,"As #eSports competitors push the limits, will video games keep up? http://t.co/MeZwWEB6Si #AllWorkAllPlay #iQ http://t.co/kLGQ9roYqD",495,1324,785
innovative,OTHER,0.033268665,845,1832,1185,"Check out the most innovative, performance-pushing #technology from #Computex2015: http://t.co/jpLZfwFMdp #iQ http://t.co/P7bG2BBp9H",312,841,497
•À_opposites attract•À_,OTHER,0,707,1546,1000,"With our new photo technology, •À_opposites attract•À_ can now be proven. #WhatsNext http://t.co/PHsIvA7QoK",707,1546,1000
#wearabletech,HASHTAG,4.91E-04,1449,1555,1476,Researchers are working to reconfigure the human body with technology: http://t.co/RRxvPEAF0B #wearabletech http://t.co/jP9ZT1PgCo,410,471,431
rejoice,OTHER,1.5,1067,1178,1105,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105
http://t.co/n9D3ad4w9G,LINK,0,951,2438,1471,"New sports #wearables help pros and amateurs alike play longer, harder and safer. See how: http://t.co/n9D3ad4w9G #iQ http://t.co/Xdlup0a0Mi",951,2438,1471
#Edison,HASHTAG,0.003911417,918,1337,1053,Big things come in small packages - #whatwillyoumake •À_ Check out Intel #Edison: http://t.co/tEcGVp4dlw http://t.co/4q1vcYmHcJ,302,402,337
@IEM,USERNAME,0.07138679,1335,1872,1517,Some of the best gamers in the world have descended upon Katowice for the 9th IEM Championship! #IEM http://t.co/0Gjwn6Z3F5,267,494,346
excited,OTHER,0.018831811,484,497,475,"Congratulations Microsoft Windows, we are excited for the release of your latest version, #windows10: http://t.co/Rk9tFaJktc",150,146,148
#techtruth,HASHTAG,0,859,934,879,There's nothing more satisfying then plugging in a USB device on the first try. #techtruth,168,179,171
@Forbes,USERNAME,0.045610834,791,1223,939,"Congrats to Intel's ReneeJJames ranked 45 on Forbes list, The Worlds 100 Most Powerful Women http://t.co/AK10jcSJ1O http://t.co/Yl4kZEuuc4",300,808,477
http://t.co/oStjLc682Q,LINK,0,1083,2148,1455,"We gave #StephenHawking a new voice, but you showed us his real one. Congrats Eddie. http://t.co/oStjLc682Q #Oscars http://t.co/goloPKntLI",1083,2148,1455
#microsoft,HASHTAG,0,619,1207,824,Flexible performance from one tiny chip. #SurfacePro3 #2in1 #microsoft https://t.co/dXNoCZevQI,619,1207,824
http://t.co/5xco6yso7O,LINK,0,1311,1683,1441,"Make a man an arm, change a life. Teach him to make arms, change the world. http://t.co/QGczbq102f #lookinside http://t.co/5xco6yso7O",1311,1683,1441
Happy,OTHER,0.043564729,1823,1349,1645,Rubik's Cube turns 40 today - Happy Birthday! Remember the hours of #gaming fun we had with these! #RubiksCube http://t.co/DVydIrHnKp,432,300,385
@Microsoft,USERNAME,0.008943452,2443,3474,2800,RT Microsoft: One of our TWO Super Bowl commercials this year: Estella's Brilliant Bus#empowering #SB49https://t.co/Ic4zb6Gwy4,1358,1706,1479
http://t.co/FBMaVqSwI7,LINK,0,607,1067,768,Hey #Makers! What will you make with the Intel Edison's on-board WiFi? http://t.co/FBMaVqSwI7 http://t.co/nRIECrXST1,607,1067,768
hardware store,OTHER,0.297290415,468,1512,833,Skip the hardware store and make your own holiday lights using Intel Edison. Here's how: http://t.co/aSmGUN9NNX http://t.co/3YoEZMiEPc,468,1512,833
1st prize,OTHER,0.473850578,581,1309,835,Teen geniuses win 1st prize for scientific breakthroughs at #IntelSTS. Read their stories http://t.co/4iOPfUzboy #iQ http://t.co/kGGjQc5rpf,581,1309,835
#smartphone,HASHTAG,0.75,1194,1866,1428,".lenovo's P90 #smartphone with Intel's Atom processor http://t.co/K9didPLBbU via verge ""it's impressive"" #CES2015 http://t.co/5S2SqZ5EKA",597,933,714
http://t.co/MxDTViLdji,LINK,0,732,1634,1047,"New software, new adventure: Intel &amp; DreamWorks combine to bring Hiccup &amp; Toothless to life. http://t.co/j0Xe2Y5cVG http://t.co/MxDTViLdji",732,1634,1047
http://t.co/XX3lexEksm,LINK,0,1067,1178,1105,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105
http://t.co/uaH1ddiang,LINK,0,549,1961,1043,Unplug in Hong Kong: Intel-powered #2in1 battery life gives you more time between charges. http://t.co/uaH1ddiang http://t.co/NHgPXvu7p6,549,1961,1043
http://t.co/kDDOpGXndv,LINK,0,1323,1378,1342,RT ESL: There are no words to describe how far #esports has come. Amazing atmosphere in Katowice! #IEM #ESLOne http://t.co/kDDOpGXndv,1323,1378,1342
http://t.co/cKD1PMllYX,LINK,0,720,1182,881,.flynixie takes the first ever flying photo on stage at #CES2015 http://t.co/cKD1PMllYX,720,1182,881
Jim,OTHER,-1.73E-08,1439,3172,2040,"Make all the faces you want, Jim. The avatar at Intel will make them right back at you. #WhatsNext http://t.co/845cQ6y6l2",392,1175,666
safe,OTHER,0.171000007,1186,1990,1465,"With Intel technology, your face is your password. Looks like Jim Parsons' account is safe. #whatsnext https://t.co/IF075OHAFA",747,1137,883
Insane performance,OTHER,-0.75,824,1602,1096,Heavy data. Light chip. Insane performance. New 5th gen Intel Core processor family. http://t.co/o1qf2qbyPw #CES2015 http://t.co/BAE7fYXOGF,824,1602,1096
changing needs,OTHER,0,559,1340,832,"Computers aren't meant to flip, twist, or adapt to my changing needs. #SaidNoOneEver #2in1",559,1340,832
http://t.co/M5xBTkIRvm,LINK,0,2335,221,1595,Each retweet #IntelAndroid &amp; #DevFieldGuide will give $1 to education and coding nonprofits! http://t.co/M5xBTkIRvm http://t.co/Wspf2zWIC5,2335,221,1595
spherical polyhedron,OTHER,0,655,918,747,#DidYouKnow a soccer ball's shape is a spherical polyhedron? Are you ready for kick-off? http://t.co/pLoRRNM5fX,655,918,747
Marie Curie,OTHER,0.220775873,1301,1950,1527,Marie Curie was the 1st woman to win the Nobel Prize. Twice. #Inspired #MothersOfInvention http://t.co/RizrWAnStQ http://t.co/G08HVyT753,1190,1871,1428
#GoFaster,HASHTAG,0.00625,898,2107,1319,Don't let battery power interrupt your game. •À_Intel-powered tablets help you #GoFaster for longer•À_ via vine: https://t.co/VRULrhzt9q,555,1476,877
1st woman,OTHER,0.470838368,1190,1871,1428,Marie Curie was the 1st woman to win the Nobel Prize. Twice. #Inspired #MothersOfInvention http://t.co/RizrWAnStQ http://t.co/G08HVyT753,1190,1871,1428
Intel Core•À_ M Processor,OTHER,0,609,992,743,Sometimes less is More!  Introducing our new Intel Core•À_ M Processor. http://t.co/4sWn0Nny62 #IFA2014 http://t.co/03uHzSIJQh,609,992,743
#Proud,HASHTAG,0.600000024,750,1470,1002,#LoveWins #Proud http://t.co/pFTSyAvbPT,375,735,501
favorite,OTHER,0.046456864,709,956,789,Here are some of our favorite flying things in Las Vegas this year. http://t.co/EtULYrIGnK #CES2015 http://t.co/qknL5E8Bf6,233,327,265
mobile tech,OTHER,0.245000005,633,2384,1245,"Connected mugs, DJ culture and new mobile tech at #Intel booth at the first ever #CESAsia. http://t.co/5HurQLGjs8 http://t.co/EV9YagxIi6",593,2332,1201
http://t.co/TweIgOORo3,LINK,0,2364,4563,3133,.Jaguar F-Type uses eye-sensing &amp; distraction detection tech powered by Intel http://t.co/f2axkHuyln #IOT #CES2015 http://t.co/TweIgOORo3,2364,4563,3133
#Computex2014,HASHTAG,0.002042134,3145,4117,3478,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105
http://t.co/EuAbmRtKte,LINK,0,551,686,598,50 years of #MooresLaw has transformed our lives: processors then and now. http://t.co/xBRUkEqzPx #TBT http://t.co/EuAbmRtKte,551,686,598
perfect,OTHER,0.203765997,826,2068,1257,"#WearMICA for beauty and #tech, the perfect pair. http://t.co/eBdoWMj963 http://t.co/pFhS3El1wQ",580,1685,966
https://t.co/QsyuyCdmxn,LINK,0,692,1482,968,"No, nope, unh-unh. With Intel technology, only Jim Parson's face unlocks his accounts. https://t.co/QsyuyCdmxn",692,1482,968
#mindblown,HASHTAG,-0.275000006,898,1278,1031,See hypnotic effects when these patterns cross &amp; check out RealSense to have your #mindblown. http://t.co/VPSBGbN6vC http://t.co/eqhqloVsAP,600,740,649
http://t.co/orqDxxihzT,LINK,0,699,1381,937,Thunderbolt 3 in your next #Intel gaming rig will let you run two 4K displays at once! http://t.co/jAXA8dH6Oa http://t.co/orqDxxihzT,699,1381,937
winners,OTHER,0.323804617,618,1305,857,Want to win the Make It Wearable Challenge? Past winners tell contestants to bring it in 2015: http://t.co/lLLgHV6MXZ http://t.co/6qP6OJ9STw,303,762,463
http://t.co/OHmyDF2Jk4,LINK,0,1006,2125,1397,Can you spot the dog &amp; alien? See what else you'll find with #RealSense: http://t.co/a1QszCJNbb http://t.co/OHmyDF2Jk4,1006,2125,1397
next wave,OTHER,0.299248993,1080,2552,1594,The next wave of augmented reality asks our tech to make our lives more•À_real. Learn more: http://t.co/PwD0dbsi6t http://t.co/8dPgPbF4FR,540,1276,797
http://t.co/eqhqloVsAP,LINK,0,600,740,649,See hypnotic effects when these patterns cross &amp; check out RealSense to have your #mindblown. http://t.co/VPSBGbN6vC http://t.co/eqhqloVsAP,600,740,649
Intel Edison,OTHER,-0.057680988,726,1218,897,Hey #Makers! What will you make with the Intel Edison's on-board WiFi? http://t.co/FBMaVqSwI7 http://t.co/nRIECrXST1,607,1067,768
exciting,OTHER,0.020489457,972,1424,1124,We're lighting Taipei up with exciting announcements at Computex. Get the full round-up: http://t.co/zs69rKNPmj http://t.co/yi048XpCoO,825,1268,980
Shanghai,OTHER,0,707,1631,1029,Capturing the future in motion. Shanghai moves at the speed of Intel #CESASIA https://t.co/CxW62ZZcul,402,869,565
@ESL,USERNAME,0,1323,1378,1342,RT ESL: There are no words to describe how far #esports has come. Amazing atmosphere in Katowice! #IEM #ESLOne http://t.co/kDDOpGXndv,1323,1378,1342
http://t.co/h2BWBBN3Ce,LINK,0,1229,2833,1790,"A cocktail dress with a kick, check out the Spider Dress at the #Intel booth: http://t.co/YHPnFVljxA #iQ #CES2015 http://t.co/h2BWBBN3Ce",1229,2833,1790
http://t.co/DqzzCPz0a9,LINK,0,344,763,490,"Tackling hunger, malnutrition and global warming with innovative vertical farms: http://t.co/DqzzCPz0a9 #iQ http://t.co/IDma75cKif",344,763,490
#CESAsia,HASHTAG,0.03125,772,2678,1437,"Connected mugs, DJ culture and new mobile tech at #Intel booth at the first ever #CESAsia. http://t.co/5HurQLGjs8 http://t.co/EV9YagxIi6",593,2332,1201
achieving,OTHER,0.531499982,1067,1178,1105,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105
