ID,Phrase,Phrase Sentiment,Phrase Sentiment +/-,Entity,Entity Type,Entity Sentiment,Theme,Theme Sentiment
8503af6c-5b38-4ac7-b529-4607c44c59f2,attack,-0.600000024,negative,,,,,
74b6a353-0747-4e52-9b43-070b7bed329d,celebration,0.623280048,positive,https://t.co/InCGWKHT0Z,Regex,0,amazing work,0.49000001
74b6a353-0747-4e52-9b43-070b7bed329d,amazing,0.588000059,positive,,,,,
e010c748-f9a9-4c89-aa17-69d3ebf4584d,proud,0.600000024,positive,  http://t.co/kQeHQVCGou,Regex,0,record-breaking year,-0.545000017
e010c748-f9a9-4c89-aa17-69d3ebf4584d,record-breaking,-0.545000017,negative,,,,,
f55f7598-97e4-45bd-8a85-9739f4da8031,security,0.5,positive, WholeFoods,Person,0.480000019,Running errands,0.24000001
f55f7598-97e4-45bd-8a85-9739f4da8031,simplicity,0.49000001,positive, Staples,Person,0.480000019,valuing security,0.475000024
f55f7598-97e4-45bd-8a85-9739f4da8031,valuing,0.450000018,positive, #ApplePay,Pattern,0,,
f55f7598-97e4-45bd-8a85-9739f4da8031,,,, Walgreens,Person,0,,
f73acae2-4a7a-4098-815c-da144c6ae093, #HappyNewYear,1,positive, #HappyNewYear,Pattern,1,watching football,0.25
80719c20-635b-42fa-a85e-4bfbe5d85ecb,Happy Holidays,0.800000012,positive,Apple,Company,0,Happy Holidays,0.400000006
80719c20-635b-42fa-a85e-4bfbe5d85ecb,,,,  http://t.co/7WY97Rb0ej,Regex,0,,
9b31a21f-0b9a-4e10-9528-279feb1cdd45,enterprising,1.545600057,positive,Apple - Business - Mobile,Product,0,enterprising apps,0.643999994
9b31a21f-0b9a-4e10-9528-279feb1cdd45,,,,  http://t.co/vXFs80nNwy,Regex,0,,
259dbc6c-7c5f-46ac-8fe4-a261d309c886,self evident,0.400000006,positive, #HumanRightsDay,Pattern,0,Founding Fathers vision,0.266499996
259dbc6c-7c5f-46ac-8fe4-a261d309c886,truths,0.399499953,positive,"""we hold these truths to be self evident that all men are created equal""",Quote,0.399749994,,
98bfa6c3-96e2-45e1-9572-55684a661e46,,,, #HourofCode,Pattern,0,,
98bfa6c3-96e2-45e1-9572-55684a661e46,,,,  http://t.co/WBpwa17IXt,Regex,0,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,Proud,0.600000024,positive, debdugan,Person,0.600000024,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,,,, #WorldAIDSDay,Pattern,0.300000012,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,,,, tim_cook,Person,0.300000012,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,,,, #ThankYouApple,Pattern,0,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,,,, #AppsforRED,Pattern,0,,
bbd97089-26a3-4934-a97d-4b32058b891d,,,,Apple,Company,0,RED today,0
bbd97089-26a3-4934-a97d-4b32058b891d,,,, #WorldAIDSDay,Pattern,0,,
bbd97089-26a3-4934-a97d-4b32058b891d,,,,Georgetown,Place,0,,
bbd97089-26a3-4934-a97d-4b32058b891d,,,, RED,Person,0,,
bbd97089-26a3-4934-a97d-4b32058b891d,,,,CEO,Job Title,0,,
bbd97089-26a3-4934-a97d-4b32058b891d,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,,,,,,,,
8cbde525-18a7-4ada-a558-e0f4b38a1f96, #HappyThanksgiving,0.5,positive, #HappyThanksgiving,Pattern,0.5,small part,-0.108347997
8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful,0.49000001,positive,,,,,
8cbde525-18a7-4ada-a558-e0f4b38a1f96,small part,-0.108347997,negative,,,,,
714afb62-90b0-4f25-815b-bc57e17f6b71,save,0.408958316,positive, #AppsforRED,Pattern,0,,
714afb62-90b0-4f25-815b-bc57e17f6b71,fight,-0.400000006,negative,  http://t.co/QzjaL8hExI,Regex,0,,
fce33924-c1ba-4577-bba4-6800190dcfd0,inspires,0.600000024,positive, #CEI2015,Pattern,0,,
fce33924-c1ba-4577-bba4-6800190dcfd0,Celebrating,0.574999988,positive,,,,,
fce33924-c1ba-4577-bba4-6800190dcfd0,innovation,0.49000001,positive,,,,,
f62529e2-d5d9-4d41-a26f-b0e7e6a31af8,,,,Whole Foods,Company,0,,
f62529e2-d5d9-4d41-a26f-b0e7e6a31af8,,,,  http://t.co/Uzat5FNAHN,Regex,0,,
5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,inspired,1.134000063,positive,,,,,
5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,courage,0.75,positive,,,,,
5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,freedom,0.680000007,positive,,,,,
5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,love,0.600000024,positive,,,,,
5a389cf8-48cd-4fe0-a8aa-88a280d4a89f,honor,0.531316638,positive,,,,,
f26775c4-6f70-4e9c-bd34-93762b2140d5,Congratulations,1,positive, #Auburn,Pattern,0.641551733,Huge win,0.320775867
f26775c4-6f70-4e9c-bd34-93762b2140d5,win,0.88310349,positive, CoachGusMalzahn,Person,0,,
f26775c4-6f70-4e9c-bd34-93762b2140d5,Huge,0.400000006,positive, #WarEagle,Pattern,0,,
b54e0c53-8f9e-471c-98ad-e200dde5530f,Inspired,0.600000024,positive,  http://t.co/WTsQT0yAD4,Regex,0,,
c6c9c63b-3432-40a5-bdba-ba754725c296,talented people,0.699999988,positive,Zhang Fan,Person,0.699999988,talented people,0.699999988
c6c9c63b-3432-40a5-bdba-ba754725c296,,,,  http://t.co/ALo5d3SiSZ,Regex,0,early highlight,0.349999994
0ad4ed6b-aa8c-4893-867f-b0ad0bbc988a,,,,  http://t.co/SvZhQG6EKp,Regex,0,,
3b7151a4-c663-431d-99e6-1ec74afd7fa1,Very excited,0.699999988,positive, #iPadAir2,Pattern,0,,
3b7151a4-c663-431d-99e6-1ec74afd7fa1,love,0.600000024,positive,  http://t.co/EfPpaBXX3O,Regex,0,,
aa589d7e-d6a3-4165-b7b7-dd5f0c6a20d5,laugh,0.49000001,positive,,,,,
8671c9e2-d4f1-4600-9848-d0be2980a89c,,,,14-Oct,Pattern,0,,
8671c9e2-d4f1-4600-9848-d0be2980a89c,,,,  http://t.co/2Iudkgv8NW,Regex,0,,
55bcdc98-e060-423e-acbd-f0c99347afb9,,,,SJ,Company,0,,
4e089ca2-ef11-4d84-bc69-da0416092e4a,trust,0.49000001,positive,SJ,Company,0.245000005,,
4e089ca2-ef11-4d84-bc69-da0416092e4a,,,,"""You have to trust in something – your gut destiny life karma whatever.""",Quote,0.49000001,,
a66554a0-d16f-423b-814a-2ad84f2ee863,Amazing,0.49000001,positive,Paris,Place,0.27621451,excited crowds today,0.400000006
a66554a0-d16f-423b-814a-2ad84f2ee863,excited,0.400000006,positive, coletteparis,Person,0.27621451,,
a66554a0-d16f-423b-814a-2ad84f2ee863,first time,0.152429,neutral,  http://t.co/YTqzbqSGhC,Regex,0,,
caa454ca-d29c-40fe-9071-69cf45f501e6,,,, #CWNYC,Pattern,0,,
caa454ca-d29c-40fe-9071-69cf45f501e6,,,, #climatechange,Pattern,0,,
2b5f0afa-0697-4b6c-bfa1-b5bbf9363699,inspires,0.600000024,positive, #applepride,Pattern,0.600000024,,
2b5f0afa-0697-4b6c-bfa1-b5bbf9363699, #applepride,0.600000024,positive, #AustinPride,Pattern,0,,
2b5f0afa-0697-4b6c-bfa1-b5bbf9363699,innovation,0.49000001,positive,,,,,
b9d37e0c-bb29-4d5a-ad55-c616ba654f88,great,0.600000024,positive,Palo Alto,Place,0.600000024,great visit,0.600000024
b9d37e0c-bb29-4d5a-ad55-c616ba654f88,,,,iPhone 6 Plus,Product,0,,
b9d37e0c-bb29-4d5a-ad55-c616ba654f88,,,,  http://t.co/XAxKLEQvjg,Regex,0,,
b9d37e0c-bb29-4d5a-ad55-c616ba654f88,,,,,,,,
b9d37e0c-bb29-4d5a-ad55-c616ba654f88,,,,,,,,
b9d37e0c-bb29-4d5a-ad55-c616ba654f88,,,,,,,,
ba49b4d6-fd2b-4b7d-873e-d9106c1aa959,,,,Apple,Company,0,,
59625d36-1b0f-4894-a704-cd17f90ea163,love,0.600000024,positive,,,,,
59625d36-1b0f-4894-a704-cd17f90ea163,amazing,0.49000001,positive,,,,,
2686dd18-b77e-48cc-9a43-d9ad713a9b91,great day,0.800000012,positive, #AppleLive,Pattern,0,great day,0.400000006
5adc2e4f-9202-49b5-b261-4193c2b1fbc8,Special Event,0.590730011,positive,  http://t.co/2Iudkgv8NW,Regex,0,Special Event,0.492275
5adc2e4f-9202-49b5-b261-4193c2b1fbc8,hope,0.49000001,positive,,,,,
79a854a5-d72a-4507-8ecd-09e178155397,achieving,0.531499982,positive,Martin Luther King,Person,0.531499982,ago today,0.265749991
79a854a5-d72a-4507-8ecd-09e178155397,,,,  http://t.co/5BVStOF1a4,Regex,0,,
ffca929d-0ffa-4069-89ea-664f8b087bcd,Honored,0.553749979,positive, RepAnnaEshoo,Person,0.109975003,using iPads,0.331862479
ffca929d-0ffa-4069-89ea-664f8b087bcd,now using,0.109975003,neutral, VAPaloAlto,Person,0.109975003,,
ffca929d-0ffa-4069-89ea-664f8b087bcd,,,,  http://t.co/lOZwDT8KZu,Regex,0,,
a242d454-5999-45f5-98ab-7e0a101cbcce,,,, #IceBucketChallenge,Pattern,0,,
a242d454-5999-45f5-98ab-7e0a101cbcce,,,, michaelfranti,Person,0,,
a242d454-5999-45f5-98ab-7e0a101cbcce,,,,Apple,Company,0,,
a242d454-5999-45f5-98ab-7e0a101cbcce,,,, drdre,Person,0,,
a242d454-5999-45f5-98ab-7e0a101cbcce,,,,  http://t.co/yc53yLofoA,Regex,0,,
44aa3aee-08fe-4b30-b662-f7d541760155,Peace,0.519400001,positive,Robin Williams,Person,0,,
44aa3aee-08fe-4b30-b662-f7d541760155,,,,  http://t.co/AoiDZH1j9a,Regex,0,,
431eabc4-418a-47eb-919c-a1515fbf1a55,great,0.600000024,positive,Robin Williams,Person,-0.294350028,incomparable talent,0.265649974
431eabc4-418a-47eb-919c-a1515fbf1a55,Heartbroken,-0.672000051,negative,,,,great human,0.600000024
431eabc4-418a-47eb-919c-a1515fbf1a55,talent,0.531299949,positive,,,,,
431eabc4-418a-47eb-919c-a1515fbf1a55,peace,0.519400001,positive,,,,,
8e7a63a0-7b6a-450d-a729-f03cfdf759fa, #prayforpeace,0.980000019,positive, #prayforpeace,Pattern,0.980000019,,
8e7a63a0-7b6a-450d-a729-f03cfdf759fa,violence,0.600000024,positive, Pontifex,Person,0,,
8e7a63a0-7b6a-450d-a729-f03cfdf759fa,peace,0.49000001,positive,Lord,Person,0,,
65819351-5721-4a98-b20a-ad012c85676b,huge,0.200000003,neutral,Europe,Place,0.200000003,huge impact,0.200000003
65819351-5721-4a98-b20a-ad012c85676b,,,,  http://t.co/AzKjttCk93,Regex,0,,
9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,amazing,0.980000019,positive,Apple,Company,0,amazing developer community,0.49000001
9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,,,,  http://t.co/BI8wFTTG5V,Regex,0,app store revenue,0.122500002
9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,,,,,,,record-setting month,0.245000005
5808584f-7d53-4143-888b-cab558d52706,best,0.49000001,positive,https://t.co/n9SqC5vBEQ,Regex,0,OneRepublic https,0.122500002
b7b750f1-e3ee-4d34-806b-63cf5b3a3bfa,powerful,1.036800027,positive,https://t.co/QAMrQH8454,Regex,0,,
b7b750f1-e3ee-4d34-806b-63cf5b3a3bfa,courage,0.75,positive,,,,,
8aca5789-c26b-459c-bc08-f9702ef4e206,,,,  http://t.co/qECVlXlYQZ,Regex,0,,
ebe909eb-b8e4-44e0-950e-78ac43f64b8e,,,,Apple,Company,0,landmark enterprise partnership,0
ebe909eb-b8e4-44e0-950e-78ac43f64b8e,,,,IBM,Company,0,,
ebe909eb-b8e4-44e0-950e-78ac43f64b8e,,,, #Apple,Pattern,0,,
ebe909eb-b8e4-44e0-950e-78ac43f64b8e,,,, #IBM,Pattern,0,,
ebe909eb-b8e4-44e0-950e-78ac43f64b8e,,,,  http://t.co/0Rq48p7t7i,Regex,0,,
bb8039b9-aa5a-4027-95b3-75b2cd050de6,inspires,0.600000024,positive, YouTube,Person,0,,
bb8039b9-aa5a-4027-95b3-75b2cd050de6,innovation,0.49000001,positive,  http://t.co/w7IWKAfEDP,Regex,0,,
b760d498-dde1-4d62-adfb-c8abfb6b50cc,Happy,1,positive, #4thofJuly,Pattern,1,,
b760d498-dde1-4d62-adfb-c8abfb6b50cc,,,,  http://t.co/pSJVp0ynxM,Regex,0,,
bbc2e1f8-4541-410d-8cf3-32d2861e0dd8,inspires,0.600000024,positive,  http://t.co/4DncX8F6fO,Regex,0,attended today,0.272500008
bbc2e1f8-4541-410d-8cf3-32d2861e0dd8,innovation,0.49000001,positive,,,,,
c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,Enjoying,0.49000001,positive, #Yosemite,Pattern,0,Amazing view,0.49000001
c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,beauty,0.49000001,positive,  http://t.co/TP38dRIAz8,Regex,0,,
c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,Amazing,0.49000001,positive,,,,,
d464c518-94b0-4c61-904b-f8714d08ff7c,amazing team,0.550000012,positive,Sol,Person,0,amazing team,0.550000012
d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations,0.5,positive,Madrid,Place,0,101st store,0.262499988
d464c518-94b0-4c61-904b-f8714d08ff7c,,,,Europe,Place,0,,
d464c518-94b0-4c61-904b-f8714d08ff7c,,,,  http://t.co/QFr0GNV9FS,Regex,0,,
dedfc87c-e246-4120-a93f-68f5ead7cdc3,applaud,0.49000001,positive, WhiteHouse,Person,-0.13581568,human dignity,0.379999995
dedfc87c-e246-4120-a93f-68f5ead7cdc3,ban,-0.40744704,negative, #LGBT,Pattern,-0.13581568,,
dedfc87c-e246-4120-a93f-68f5ead7cdc3,dignity,0.379999995,positive, #ENDA,Pattern,0,,
98ebc58c-34ab-4935-b2f4-a08bda3701ba,,,, Nike,Person,0,,
98ebc58c-34ab-4935-b2f4-a08bda3701ba,,,, #justdoit,Pattern,0,,
98ebc58c-34ab-4935-b2f4-a08bda3701ba,,,,  http://t.co/6YH45414YQ,Regex,0,,
6207beca-4174-4b7f-9742-0b94bc0d911a,winners,0.88310349,positive, #iPhone,Pattern,0,,
6207beca-4174-4b7f-9742-0b94bc0d911a,Awe-inspiring,0.75,positive,  http://t.co/kixtaYdVFQ,Regex,0,,
6207beca-4174-4b7f-9742-0b94bc0d911a,be amazed,-0.435000002,negative,,,,,
6783218d-130f-4796-8095-2608414b8f52,busses,0.49000001,positive, OneRepublic,Person,0,mobile recording studio,0.245000005
6783218d-130f-4796-8095-2608414b8f52,,,, APPLE,Person,0,,
6783218d-130f-4796-8095-2608414b8f52,,,, tim_cook,Person,0,,
